# n=8 半径扫描: 逐案
arm,r,margin_m,k,n_src,T,dist,meas,fail,full
n=8 r=985,985.0,33.5,9,13,5025.6,19538,177,0,1
n=8 r=985,985.0,33.5,9,14,4165.2,15166,177,3,1
n=8 r=985,985.0,33.5,9,10,3921.4,14312,168,3,1
n=8 r=985,985.0,33.5,9,11,3931.5,14492,164,1,1
n=8 r=985,985.0,33.5,9,13,3845.9,14349,152,2,1
n=8 r=985,985.0,33.5,9,16,4542.8,16999,177,3,1
n=8 r=985,985.0,33.5,9,13,3808.2,13821,164,1,1
n=8 r=985,985.0,33.5,9,13,4101.5,15222,166,1,1
n=8 r=985,985.0,33.5,9,13,4342.0,16405,167,1,1
n=8 r=985,985.0,33.5,9,16,4462.6,16738,172,4,1
n=8 r=985,985.0,33.5,9,13,4046.1,15371,151,3,1
n=8 r=985,985.0,33.5,9,10,3919.1,14211,172,1,1
n=8 r=985,985.0,33.5,9,11,3938.3,14166,176,1,1
n=8 r=985,985.0,33.5,9,10,3843.8,13989,167,1,1
n=8 r=985,985.0,33.5,9,14,4321.7,16339,165,1,1
n=8 r=985,985.0,33.5,9,13,4431.3,16491,179,1,1
n=8 r=985,985.0,33.5,9,11,3849.0,13850,172,0,1
n=8 r=985,985.0,33.5,9,10,4224.7,15839,169,1,1
n=8 r=985,985.0,33.5,9,15,4230.0,16270,151,1,1
n=8 r=985,985.0,33.5,9,15,4777.6,18308,175,0,1
n=8 r=985,985.0,33.5,9,11,3814.0,13590,174,2,1
n=8 r=985,985.0,33.5,9,13,4285.3,15911,174,1,1
n=8 r=985,985.0,33.5,9,16,4995.9,19340,176,0,1
n=8 r=985,985.0,33.5,9,10,3976.5,14633,166,4,1
n=8 r=985,985.0,33.5,9,16,4644.9,18064,159,2,1
n=8 r=985,985.0,33.5,9,14,3615.2,13166,153,1,1
n=8 r=985,985.0,33.5,9,16,3552.8,12639,159,0,1
n=8 r=985,985.0,33.5,9,16,4125.7,15368,162,3,1
n=8 r=985,985.0,33.5,9,16,4485.9,17170,163,1,1
n=8 r=985,985.0,33.5,9,16,4795.4,18322,176,1,1
n=8 r=985,985.0,33.5,9,16,4187.2,16051,150,2,1
n=8 r=985,985.0,33.5,9,12,4140.7,15634,160,1,1
n=8 r=985,985.0,33.5,9,12,3787.7,13823,162,0,1
n=8 r=985,985.0,33.5,9,10,3648.7,12939,170,0,1
n=8 r=985,985.0,33.5,9,11,3850.9,13999,167,1,1
n=8 r=985,985.0,33.5,9,16,4454.9,16955,164,3,1
n=8 r=985,985.0,33.5,9,12,4573.6,17343,175,1,1
n=8 r=985,985.0,33.5,9,10,3910.6,14318,167,1,1
n=8 r=985,985.0,33.5,9,10,3949.1,14200,176,4,1
n=8 r=985,985.0,33.5,9,11,4129.0,15255,172,0,1
n=8 r=985,985.0,33.5,9,15,4199.1,15835,161,0,1
n=8 r=985,985.0,33.5,9,14,4022.6,14968,161,0,1
n=8 r=985,985.0,33.5,9,10,4203.8,15504,177,0,1
n=8 r=985,985.0,33.5,9,14,4260.3,15896,170,0,1
n=8 r=985,985.0,33.5,9,14,4240.5,15908,165,2,1
n=8 r=985,985.0,33.5,9,11,3964.2,14326,175,1,1
n=8 r=985,985.0,33.5,9,16,4611.3,18017,156,0,1
n=8 r=985,985.0,33.5,9,16,3940.9,14490,162,0,1
n=8 r=985,985.0,33.5,9,13,4313.5,16052,174,1,1
n=8 r=985,985.0,33.5,9,12,3610.2,13056,158,0,1
n=8 r=985,985.0,33.5,9,10,3670.8,13274,162,1,1
n=8 r=985,985.0,33.5,9,13,4418.9,16564,174,2,1
n=8 r=985,985.0,33.5,9,16,4711.9,18040,172,0,1
n=8 r=985,985.0,33.5,9,16,3956.8,14754,155,1,1
n=8 r=985,985.0,33.5,9,16,4315.5,16323,163,0,1
n=8 r=985,985.0,33.5,9,13,4364.5,16532,167,0,1
n=8 r=985,985.0,33.5,9,14,4145.9,15379,167,2,1
n=8 r=985,985.0,33.5,9,12,3999.4,14407,177,2,1
n=8 r=985,985.0,33.5,9,10,4051.2,14996,168,1,1
n=8 r=985,985.0,33.5,9,15,4541.4,17502,162,1,1
n=8 r=985,985.0,33.5,9,16,4628.9,17945,161,1,1
n=8 r=985,985.0,33.5,9,10,3884.9,14179,167,2,1
n=8 r=985,985.0,33.5,9,14,3690.0,13680,148,1,1
n=8 r=985,985.0,33.5,9,15,4342.9,16409,164,4,1
n=8 r=985,985.0,33.5,9,11,4076.5,14692,181,2,1
n=8 r=985,985.0,33.5,9,11,4372.3,16302,176,3,1
n=8 r=985,985.0,33.5,9,11,3807.5,13512,176,1,1
n=8 r=985,985.0,33.5,9,14,3900.7,14088,169,3,1
n=8 r=985,985.0,33.5,9,15,4293.0,16305,160,2,1
n=8 r=985,985.0,33.5,9,16,4449.0,16520,178,2,1
n=8 r=985,985.0,33.5,9,10,4322.4,16247,172,0,1
n=8 r=985,985.0,33.5,9,10,3492.9,12230,166,3,1
n=8 r=985,985.0,33.5,9,12,3752.3,13807,155,3,1
n=8 r=985,985.0,33.5,9,16,4707.8,18054,170,2,1
n=8 r=985,985.0,33.5,9,11,3881.4,14332,161,1,1
n=8 r=985,985.0,33.5,9,14,3957.2,14666,160,1,1
n=8 r=985,985.0,33.5,9,14,4189.7,15664,165,2,1
n=8 r=985,985.0,33.5,9,14,4145.6,15373,168,0,1
n=8 r=985,985.0,33.5,9,14,3752.2,13546,163,1,1
n=8 r=985,985.0,33.5,9,15,4108.0,15250,164,2,1
n=8 r=985,985.0,33.5,9,10,3688.2,13171,167,3,1
n=8 r=985,985.0,33.5,9,13,4586.5,17193,181,2,1
n=8 r=985,985.0,33.5,9,11,3351.9,11895,154,1,1
n=8 r=985,985.0,33.5,9,16,4502.0,17680,148,2,1
n=8 r=985,985.0,33.5,9,13,4403.5,16397,178,0,1
n=8 r=985,985.0,33.5,9,15,3680.6,13433,154,1,1
n=8 r=985,985.0,33.5,9,14,3821.0,13630,171,2,1
n=8 r=985,985.0,33.5,9,13,3947.3,14971,149,1,1
n=8 r=985,985.0,33.5,9,11,4035.4,15147,160,0,1
n=8 r=985,985.0,33.5,9,15,3738.5,13572,159,1,1
n=8 r=985,985.0,33.5,9,14,4289.4,16252,163,0,1
n=8 r=985,985.0,33.5,9,15,4164.5,15867,154,0,1
n=8 r=985,985.0,33.5,9,14,4414.3,16591,172,1,1
n=8 r=985,985.0,33.5,9,14,3816.9,13839,164,1,1
n=8 r=985,985.0,33.5,9,15,4141.1,15346,166,3,1
n=8 r=985,985.0,33.5,9,15,4330.1,16306,167,0,1
n=8 r=985,985.0,33.5,9,16,4136.7,15528,160,0,1
n=8 r=985,985.0,33.5,9,11,3734.8,13429,167,0,1
n=8 r=985,985.0,33.5,9,12,4138.8,15189,174,2,1
n=8 r=985,985.0,33.5,9,15,4380.3,16531,167,2,1
n=8 r=985,985.0,33.5,9,11,3853.2,14131,163,1,1
n=8 r=985,985.0,33.5,9,15,3766.1,13580,164,0,1
n=8 r=985,985.0,33.5,9,15,4585.0,17790,158,4,1
n=8 r=985,985.0,33.5,9,14,4420.6,16738,167,3,1
n=8 r=985,985.0,33.5,9,15,4189.6,15678,163,3,1
n=8 r=985,985.0,33.5,9,10,3826.2,13661,175,1,1
n=8 r=985,985.0,33.5,9,11,4158.5,15447,170,1,1
n=8 r=985,985.0,33.5,9,10,3349.1,11501,167,2,1
n=8 r=985,985.0,33.5,9,10,4136.4,15332,171,1,1
n=8 r=985,985.0,33.5,9,14,3964.3,14667,161,1,1
n=8 r=985,985.0,33.5,9,13,4043.3,14987,165,0,1
n=8 r=985,985.0,33.5,9,14,4222.6,15783,167,1,1
n=8 r=985,985.0,33.5,9,12,4052.6,14818,172,2,1
n=8 r=985,985.0,33.5,9,13,4176.6,15383,172,4,1
n=8 r=985,985.0,33.5,9,16,4365.7,16729,158,0,1
n=8 r=985,985.0,33.5,9,10,4251.0,16035,167,0,1
n=8 r=985,985.0,33.5,9,12,3423.8,12144,157,0,1
n=8 r=985,985.0,33.5,9,11,3995.8,14824,164,0,1
n=8 r=985,985.0,33.5,9,16,4072.1,15111,162,2,1
n=8 r=985,985.0,33.5,9,14,4245.9,16005,162,4,1
n=8 r=985,985.0,33.5,9,10,3845.2,13921,170,0,1
n=8 r=985,985.0,33.5,9,16,4319.2,16321,163,2,1
n=8 r=985,985.0,33.5,9,13,4347.7,16448,167,0,1
n=8 r=985,985.0,33.5,9,16,3755.6,13978,148,0,1
n=8 r=985,985.0,33.5,9,13,4269.8,15959,170,1,1
n=8 r=985,985.0,33.5,9,13,4223.2,15986,161,1,1
n=8 r=985,985.0,33.5,9,11,4033.2,14746,172,2,1
n=8 r=985,985.0,33.5,9,10,4338.9,16450,168,0,1
n=8 r=985,985.0,33.5,9,10,3678.1,13216,165,1,1
n=8 r=985,985.0,33.5,9,14,4486.9,17240,163,0,1
n=8 r=985,985.0,33.5,9,11,4601.0,17280,182,2,1
n=8 r=985,985.0,33.5,9,15,4050.3,14717,173,1,1
n=8 r=985,985.0,33.5,9,14,4139.2,15576,160,1,1
n=8 r=985,985.0,33.5,9,12,3847.7,13948,167,1,1
n=8 r=985,985.0,33.5,9,16,4484.6,17143,163,2,1
n=8 r=985,985.0,33.5,9,11,3191.5,10802,164,0,1
n=8 r=985,985.0,33.5,9,13,3866.8,13849,173,1,1
n=8 r=985,985.0,33.5,9,14,4389.0,16460,171,3,1
n=8 r=985,985.0,33.5,9,10,3698.2,13126,172,0,1
n=8 r=985,985.0,33.5,9,11,3675.2,13251,163,0,1
n=8 r=985,985.0,33.5,9,11,3773.9,13670,165,1,1
n=8 r=985,985.0,33.5,9,13,4509.2,17241,167,1,1
n=8 r=985,985.0,33.5,9,13,4965.1,19101,181,1,1
n=8 r=985,985.0,33.5,9,12,4069.4,14992,170,0,1
n=8 r=985,985.0,33.5,9,10,3734.1,13816,155,0,1
n=8 r=985,985.0,33.5,9,10,4164.8,15499,170,1,1
n=8 r=985,985.0,33.5,9,11,3430.0,12000,164,0,1
n=8 r=985,985.0,33.5,9,15,4278.1,15985,169,0,1
n=8 r=985,985.0,33.5,9,16,4178.6,15488,167,2,1
n=8 r=985,985.0,33.5,9,14,4338.2,16436,164,2,1
n=8 r=985,985.0,33.5,9,10,3921.7,14314,169,1,1
n=8 r=985,985.0,33.5,9,15,4211.7,15748,166,0,1
n=8 r=985,985.0,33.5,9,14,3931.3,14312,167,2,1
n=8 r=985,985.0,33.5,9,15,4316.7,16168,168,3,1
n=8 r=985,985.0,33.5,9,14,3663.6,13423,153,0,1
n=8 r=985,985.0,33.5,9,14,4121.6,15153,171,1,1
n=8 r=985,985.0,33.5,9,16,4700.4,18242,163,1,1
n=8 r=985,985.0,33.5,9,13,4036.6,14743,172,0,1
n=8 r=985,985.0,33.5,9,12,3911.9,14309,166,1,1
n=8 r=985,985.0,33.5,9,11,3642.9,12809,172,1,1
n=8 r=985,985.0,33.5,9,10,3784.1,13670,167,2,1
n=8 r=985,985.0,33.5,9,11,4121.6,15188,173,0,1
n=8 r=985,985.0,33.5,9,12,4009.8,14649,171,1,1
n=8 r=985,985.0,33.5,9,11,3467.0,12360,158,0,1
n=8 r=985,985.0,33.5,9,14,4075.1,15001,169,0,1
n=8 r=985,985.0,33.5,9,12,4109.8,15294,166,1,1
n=8 r=985,985.0,33.5,9,15,3820.7,14224,151,1,1
n=8 r=985,985.0,33.5,9,16,4430.7,16729,169,0,1
n=8 r=985,985.0,33.5,9,12,4179.5,15718,163,2,1
n=8 r=985,985.0,33.5,9,10,3910.0,14220,170,1,1
n=8 r=985,985.0,33.5,9,10,3804.4,13867,165,0,1
n=8 r=985,985.0,33.5,9,13,3762.5,13852,156,0,1
n=8 r=985,985.0,33.5,9,16,4095.6,15218,163,1,1
n=8 r=985,985.0,33.5,9,11,3976.6,14453,172,3,1
n=8 r=985,985.0,33.5,9,16,4141.9,15509,161,1,1
n=8 r=985,985.0,33.5,9,10,3746.0,13755,158,2,1
n=8 r=985,985.0,33.5,9,11,4020.6,15088,159,1,1
n=8 r=985,985.0,33.5,9,12,3417.5,11987,161,1,1
n=8 r=985,985.0,33.5,9,11,3953.2,14571,165,1,1
n=8 r=985,985.0,33.5,9,10,4093.9,15235,167,1,1
n=8 r=985,985.0,33.5,9,11,4173.7,15553,169,1,1
n=8 r=985,985.0,33.5,9,14,4334.4,16567,160,0,1
n=8 r=985,985.0,33.5,9,12,4124.7,15268,169,2,1
n=8 r=985,985.0,33.5,9,14,4141.3,15211,172,2,1
n=8 r=985,985.0,33.5,9,10,3447.1,11780,175,0,1
n=8 r=985,985.0,33.5,9,16,4374.9,16609,163,1,1
n=8 r=985,985.0,33.5,9,16,4373.8,16484,167,1,1
n=8 r=985,985.0,33.5,9,13,4279.4,16197,164,0,1
n=8 r=985,985.0,33.5,9,16,4568.1,17765,157,0,1
n=8 r=985,985.0,33.5,9,10,4087.3,14976,174,2,1
n=8 r=985,985.0,33.5,9,11,3687.4,13077,171,0,1
n=8 r=985,985.0,33.5,9,13,3822.9,13825,167,0,1
n=8 r=985,985.0,33.5,9,11,4375.3,16622,167,1,1
n=8 r=985,985.0,33.5,9,16,4171.2,15641,161,2,1
n=8 r=985,985.0,33.5,9,14,3871.0,14535,150,1,1
n=8 r=985,985.0,33.5,9,12,4617.2,17891,164,1,1
n=8 r=985,985.0,33.5,9,11,4359.8,16549,167,0,1
n=8 r=985,985.0,33.5,9,12,4241.7,15583,178,2,1
n=8 r=985,985.0,33.5,9,16,3994.8,14789,160,1,1
n=8 r=985,985.0,33.5,9,12,3167.2,10986,153,0,1
n=8 r=985,985.0,33.5,9,12,3492.9,12230,166,0,1
n=8 r=985,985.0,33.5,9,15,4204.2,16026,153,5,1
n=8 r=985,985.0,33.5,9,12,3785.0,13795,162,1,1
n=8 r=985,985.0,33.5,9,13,3473.1,12456,154,0,1
n=8 r=985,985.0,33.5,9,14,4071.7,15233,160,1,1
n=8 r=985,985.0,33.5,9,14,3976.2,14606,164,3,1
n=8 r=985,985.0,33.5,9,10,4191.6,15593,172,0,1
n=8 r=985,985.0,33.5,9,13,3826.7,13649,173,1,1
n=8 r=985,985.0,33.5,9,14,4387.2,16746,162,1,1
n=8 r=985,985.0,33.5,9,10,3715.2,13116,174,2,1
n=8 r=985,985.0,33.5,9,12,3987.7,14878,160,0,1
n=8 r=985,985.0,33.5,9,10,3493.7,12293,165,1,1
n=8 r=985,985.0,33.5,9,15,3769.4,13732,159,1,1
n=8 r=985,985.0,33.5,9,11,4065.8,14929,171,3,1
n=8 r=985,985.0,33.5,9,15,4304.7,16168,167,1,1
n=8 r=985,985.0,33.5,9,14,4097.3,15207,164,3,1
n=8 r=985,985.0,33.5,9,11,4345.5,16292,173,1,1
n=8 r=985,985.0,33.5,9,10,3523.5,12733,155,2,1
n=8 r=985,985.0,33.5,9,10,3522.4,12497,163,1,1
n=8 r=985,985.0,33.5,9,16,4745.8,18429,163,4,1
n=8 r=985,985.0,33.5,9,10,3937.5,14453,166,3,1
n=8 r=985,985.0,33.5,9,12,3907.4,13982,176,1,1
n=8 r=985,985.0,33.5,9,14,3963.8,14469,167,2,1
n=8 r=985,985.0,33.5,9,15,4141.9,15429,165,0,1
n=8 r=985,985.0,33.5,9,13,4823.1,18671,172,0,1
n=8 r=985,985.0,33.5,9,13,3937.8,14739,155,1,1
n=8 r=985,985.0,33.5,9,14,3988.3,14802,160,2,1
n=8 r=985,985.0,33.5,9,16,3936.7,14824,149,2,1
n=8 r=985,985.0,33.5,9,14,4003.3,15221,149,1,1
n=8 r=985,985.0,33.5,9,13,4030.8,14819,168,1,1
n=8 r=985,985.0,33.5,9,15,3674.0,13510,151,0,1
n=8 r=985,985.0,33.5,9,10,3470.7,12219,163,2,1
n=8 r=985,985.0,33.5,9,15,4566.7,17703,159,2,1
n=8 r=985,985.0,33.5,9,12,3494.7,12164,167,2,1
n=8 r=985,985.0,33.5,9,16,4238.5,15867,164,3,1
n=8 r=985,985.0,33.5,9,12,3855.5,14042,165,2,1
n=8 r=985,985.0,33.5,9,11,4014.9,14800,167,2,1
n=8 r=985,985.0,33.5,9,11,3835.8,13784,171,2,1
n=8 r=985,985.0,33.5,9,11,4067.9,14770,177,3,1
n=8 r=985,985.0,33.5,9,16,4016.6,15238,149,1,1
n=8 r=985,985.0,33.5,9,14,4235.0,16015,161,1,1
n=8 r=985,985.0,33.5,9,13,4090.8,15064,167,7,1
n=8 r=985,985.0,33.5,9,16,4127.7,15204,168,2,1
n=8 r=985,985.0,33.5,9,12,3829.7,14014,162,1,1
n=8 r=985,985.0,33.5,9,13,3775.6,13558,168,0,1
n=8 r=985,985.0,33.5,9,13,4170.9,15565,167,0,1
n=8 r=985,985.0,33.5,9,12,3777.1,13835,159,1,1
n=8 r=985,985.0,33.5,9,16,4227.6,15953,161,0,1
n=8 r=985,985.0,33.5,9,12,4005.3,14972,160,0,1
n=8 r=985,985.0,33.5,9,10,4514.1,17251,170,1,1
n=8 r=985,985.0,33.5,9,15,3964.6,14543,163,4,1
n=8 r=985,985.0,33.5,9,16,4715.1,18186,167,2,1
n=8 r=985,985.0,33.5,9,12,4475.4,17057,169,0,1
n=8 r=985,985.0,33.5,9,16,4483.9,17295,159,0,1
n=8 r=985,985.0,33.5,9,14,4343.5,16013,179,2,1
n=8 r=985,985.0,33.5,9,11,3933.6,14158,176,0,1
n=8 r=985,985.0,33.5,9,10,3709.1,13356,165,2,1
n=8 r=985,985.0,33.5,9,13,3773.6,13633,165,0,1
n=8 r=985,985.0,33.5,9,15,4154.0,15415,167,1,1
n=8 r=985,985.0,33.5,9,16,4015.7,15058,155,1,1
n=8 r=985,985.0,33.5,9,14,3899.7,14364,161,0,1
n=8 r=985,985.0,33.5,9,13,4423.4,16587,174,2,1
n=8 r=985,985.0,33.5,9,12,3845.8,14169,160,0,1
n=8 r=985,985.0,33.5,9,10,3732.7,13379,168,2,1
n=8 r=985,985.0,33.5,9,14,4003.0,14730,165,2,1
n=8 r=985,985.0,33.5,9,13,4919.9,19080,174,1,1
n=8 r=985,985.0,33.5,9,10,3495.2,12211,168,1,1
n=8 r=985,985.0,33.5,9,16,4140.1,15660,156,0,1
n=8 r=985,985.0,33.5,9,11,3914.1,14391,165,0,1
n=8 r=985,985.0,33.5,9,14,4000.5,14908,159,1,1
n=8 r=985,985.0,33.5,9,12,3571.3,12786,160,1,1
n=8 r=985,985.0,33.5,9,14,4502.4,17437,158,2,1
n=8 r=985,985.0,33.5,9,15,4599.7,17549,170,1,1
n=8 r=985,985.0,33.5,9,14,4294.8,15934,174,1,1
n=8 r=985,985.0,33.5,9,11,3930.5,14127,176,1,1
n=8 r=985,985.0,33.5,9,11,4671.1,17870,174,3,1
n=8 r=985,985.0,33.5,9,16,3883.8,14079,165,2,1
n=8 r=985,985.0,33.5,9,16,4506.1,17721,148,1,1
n=8 r=985,985.0,33.5,9,10,3796.8,13859,164,0,1
n=8 r=985,985.0,33.5,9,12,4261.4,15947,169,2,1
n=8 r=985,985.0,33.5,9,15,4083.2,15461,153,2,1
n=8 r=985,985.0,33.5,9,14,4366.0,16455,168,2,1
n=8 r=985,985.0,33.5,9,16,3798.0,14030,152,2,1
n=8 r=985,985.0,33.5,9,14,4535.9,17179,172,2,1
n=8 r=985,985.0,33.5,9,11,3791.1,13771,164,2,1
n=8 r=985,985.0,33.5,9,14,4498.2,17146,167,2,1
n=8 r=985,985.0,33.5,9,16,4529.8,17224,168,2,1
n=8 r=985,985.0,33.5,9,11,3910.4,14192,171,0,1
n=8 r=985,985.0,33.5,9,16,3842.6,14008,161,1,1
n=8 r=985,985.0,33.5,9,16,3811.2,13931,159,0,1
n=8 r=985,985.0,33.5,9,10,3422.3,11611,176,1,1
n=8 r=985,985.0,33.5,9,16,4252.7,15999,163,1,1
n=8 r=985,985.0,33.5,9,11,3841.7,14039,163,3,1
n=8 r=985,985.0,33.5,9,13,3745.7,13298,169,5,1
n=8 r=985,985.0,33.5,9,10,3963.5,14527,169,1,1
n=8 r=985,985.0,33.5,9,12,4167.6,15468,170,1,1
n=8 r=985,985.0,33.5,9,12,3428.0,12230,154,2,1
n=8 r=985,985.0,33.5,9,13,4083.3,15031,169,2,1
n=8 r=985,985.0,33.5,9,11,4107.6,15073,174,1,1
n=8 r=985,985.0,33.5,9,12,4361.4,16462,168,3,1
n=8 r=985,985.0,33.5,9,13,4274.2,15886,173,1,1
n=8 r=985,985.0,33.5,9,12,4322.1,16516,160,2,1
n=8 r=985,985.0,33.5,9,10,3788.8,13554,171,3,1
n=8 r=985,985.0,33.5,9,14,4195.0,15660,167,0,1
n=8 r=985,985.0,33.5,9,12,4066.1,14925,171,1,1
n=8 r=985,985.0,33.5,9,10,4242.3,15827,171,3,1
n=8 r=985,985.0,33.5,9,14,4438.8,16864,167,1,1
n=8 r=985,985.0,33.5,9,12,3742.0,13570,162,1,1
n=8 r=985,985.0,33.5,9,12,4053.2,14806,173,1,1
n=8 r=985,985.0,33.5,9,11,3971.2,14636,165,2,1
n=8 r=985,985.0,33.5,9,12,4168.4,15457,171,0,1
n=8 r=985,985.0,33.5,9,13,4433.0,16800,168,3,1
n=8 r=985,985.0,33.5,9,11,3867.6,13978,170,2,1
n=8 r=985,985.0,33.5,9,15,3741.7,13963,147,0,1
n=8 r=985,985.0,33.5,9,10,3980.0,14445,175,0,1
n=8 r=985,985.0,33.5,9,12,3621.4,12887,165,1,1
n=8 r=985,985.0,33.5,9,16,4357.8,16574,162,0,1
n=8 r=985,985.0,33.5,9,16,4048.8,15054,161,0,1
n=8 r=985,985.0,33.5,9,12,3851.9,13994,167,0,1
n=8 r=985,985.0,33.5,9,11,3962.7,14423,171,2,1
n=8 r=985,985.0,33.5,9,16,4384.4,16607,163,4,1
n=8 r=985,985.0,33.5,9,14,4010.2,14976,159,0,1
n=8 r=985,985.0,33.5,9,15,3928.6,14283,166,3,1
n=8 r=985,985.0,33.5,9,13,3963.4,14767,159,0,1
n=8 r=985,985.0,33.5,9,15,4375.7,16789,158,1,1
n=8 r=985,985.0,33.5,9,11,3974.6,14523,170,1,1
n=8 r=985,985.0,33.5,9,12,4035.8,14944,165,2,1
n=8 r=985,985.0,33.5,9,12,4416.0,16630,173,0,1
n=8 r=985,985.0,33.5,9,10,3485.0,12150,169,0,1
n=8 r=985,985.0,33.5,9,14,4218.1,15551,174,1,1
n=8 r=985,985.0,33.5,9,15,3786.0,14020,152,1,1
n=8 r=985,985.0,33.5,9,13,4036.6,14928,165,1,1
n=8 r=985,985.0,33.5,9,11,3722.7,13729,155,0,1
n=8 r=985,985.0,33.5,9,14,4006.9,14775,163,4,1
n=8 r=985,985.0,33.5,9,14,3691.4,13367,159,1,1
n=8 r=985,985.0,33.5,9,10,3931.9,14325,171,0,1
n=8 r=985,985.0,33.5,9,15,4171.5,15772,158,1,1
n=8 r=985,985.0,33.5,9,12,3236.2,11196,157,1,1
n=8 r=985,985.0,33.5,9,11,3792.0,13675,167,3,1
n=8 r=985,985.0,33.5,9,12,4366.9,16510,169,0,1
n=8 r=985,985.0,33.5,9,10,3978.7,14698,166,0,1
n=8 r=985,985.0,33.5,9,11,3932.0,14415,167,0,1
n=8 r=985,985.0,33.5,9,11,4722.6,18308,168,2,1
n=8 r=985,985.0,33.5,9,13,3975.9,14719,162,1,1
n=8 r=985,985.0,33.5,9,11,4742.0,18110,179,0,1
n=8 r=985,985.0,33.5,9,10,4130.2,15526,164,0,1
n=8 r=985,985.0,33.5,9,11,4480.3,16967,173,1,1
n=8 r=985,985.0,33.5,9,16,4393.1,16751,161,2,1
n=8 r=985,985.0,33.5,9,14,3979.4,14382,173,1,1
n=8 r=985,985.0,33.5,9,15,4040.6,15108,158,1,1
n=8 r=985,985.0,33.5,9,15,4356.4,16622,160,2,1
n=8 r=985,985.0,33.5,9,11,4778.8,18204,182,0,1
n=8 r=985,985.0,33.5,9,10,4065.2,15141,166,0,1
n=8 r=985,985.0,33.5,9,15,4736.5,18272,168,2,1
n=8 r=985,985.0,33.5,9,11,3807.8,13874,164,1,1
n=8 r=985,985.0,33.5,9,15,3905.4,14267,162,4,1
n=8 r=985,985.0,33.5,9,15,4075.9,15350,156,1,1
n=8 r=985,985.0,33.5,9,14,3921.1,14381,164,0,1
n=8 r=985,985.0,33.5,9,12,3897.3,14036,172,2,1
n=8 r=985,985.0,33.5,9,14,3698.4,13702,149,0,1
n=8 r=985,985.0,33.5,9,13,3872.7,14274,159,2,1
n=8 r=985,985.0,33.5,9,15,4617.1,17790,165,1,1
n=8 r=985,985.0,33.5,9,16,4104.5,15772,145,3,1
n=8 r=985,985.0,33.5,9,15,4539.0,17220,171,1,1
n=8 r=985,985.0,33.5,9,14,3776.1,13951,153,2,1
n=8 r=985,985.0,33.5,9,11,4015.0,14800,168,0,1
n=8 r=985,985.0,33.5,9,11,3580.0,12875,159,2,1
n=8 r=985,985.0,33.5,9,14,3678.5,13372,157,0,1
n=8 r=985,985.0,33.5,9,12,4384.7,16664,166,2,1
n=8 r=985,985.0,33.5,9,16,4263.6,15948,166,2,1
n=8 r=985,985.0,33.5,9,10,3549.2,12796,158,0,1
n=8 r=985,985.0,33.5,9,12,4408.7,16703,169,1,1
n=8 r=985,985.0,33.5,9,13,3717.7,13399,163,1,1
n=8 r=985,985.0,33.5,9,10,4027.7,14668,175,1,1
n=8 r=985,985.0,33.5,9,13,4361.1,16595,163,2,1
n=8 r=985,985.0,33.5,9,14,3829.7,13893,165,0,1
n=8 r=985,985.0,33.5,9,10,3491.8,12349,163,1,1
n=8 r=985,985.0,33.5,9,15,3512.8,12444,159,1,1
n=8 r=985,985.0,33.5,9,10,4113.9,15049,177,0,1
n=8 r=985,985.0,33.5,9,13,4046.1,15236,156,2,1
n=8 r=985,985.0,33.5,9,12,3880.1,14270,162,1,1
n=8 r=985,985.0,33.5,9,10,3881.2,14231,165,1,1
n=8 r=985,985.0,33.5,9,11,3753.1,13495,168,0,1
n=8 r=985,985.0,33.5,9,12,4253.6,15793,173,2,1
n=8 r=985,985.0,33.5,9,15,4317.5,16513,158,0,1
n=8 r=985,985.0,33.5,9,16,4594.7,17758,162,0,1
n=8 r=985,985.0,33.5,9,14,3999.5,15088,153,1,1
n=8 r=985,985.0,33.5,9,13,4081.0,15250,162,1,1
n=8 r=985,985.0,33.5,9,15,3905.1,14711,149,1,1
n=8 r=985,985.0,33.5,9,16,4569.4,17842,154,2,1
n=8 r=985,985.0,33.5,9,15,3887.3,14281,160,1,1
n=8 r=985,985.0,33.5,9,11,3814.9,13565,176,0,1
n=8 r=985,985.0,33.5,9,12,3604.3,12917,161,1,1
n=8 r=985,985.0,33.5,9,11,4396.5,16468,174,4,1
n=8 r=985,985.0,33.5,9,14,4020.4,14922,162,1,1
n=8 r=985,985.0,33.5,9,14,4545.6,17538,161,3,1
n=8 r=985,985.0,33.5,9,13,3882.3,14091,168,0,1
n=8 r=985,985.0,33.5,9,16,4258.6,16543,146,1,1
n=8 r=985,985.0,33.5,9,14,4218.4,15987,160,0,1
n=8 r=985,985.0,33.5,9,14,4255.3,15961,166,2,1
n=8 r=985,985.0,33.5,9,13,3517.8,12634,155,1,1
n=8 r=985,985.0,33.5,9,16,4498.1,17661,148,2,1
n=8 r=985,985.0,33.5,9,16,4367.7,16669,159,3,1
n=8 r=985,985.0,33.5,9,11,3770.3,13627,166,1,1
n=8 r=985,985.0,33.5,9,13,4721.4,18152,172,1,1
n=8 r=985,985.0,33.5,9,10,3995.5,14608,171,2,1
n=8 r=985,985.0,33.5,9,12,3720.7,13449,162,2,1
n=8 r=985,985.0,33.5,9,15,4625.9,17730,169,0,1
n=8 r=985,985.0,33.5,9,11,3587.8,12909,160,0,1
n=8 r=985,985.0,33.5,9,13,3924.3,14491,161,1,1
