# n=8 半径扫描: 逐案
arm,r,margin_m,k,n_src,T,dist,meas,fail,full
n=8 r=938,938.1,0.0,9,10,3983.6,14703,167,0,1
n=8 r=938,938.1,0.0,9,13,3689.3,13441,157,1,1
n=8 r=938,938.1,0.0,9,16,4035.8,14704,170,1,1
n=8 r=938,938.1,0.0,9,11,3905.7,14064,173,4,1
n=8 r=938,938.1,0.0,9,16,4108.9,15214,164,4,1
n=8 r=938,938.1,0.0,9,10,3697.5,13332,164,2,1
n=8 r=938,938.1,0.0,9,11,3997.6,14988,158,2,1
n=8 r=938,938.1,0.0,9,12,3390.6,11848,161,1,1
n=8 r=938,938.1,0.0,9,11,3921.9,14370,166,2,1
n=8 r=938,938.1,0.0,9,10,4113.3,15286,168,2,1
n=8 r=938,938.1,0.0,9,11,4118.8,15294,168,2,1
n=8 r=938,938.1,0.0,9,14,4473.9,17015,167,3,1
n=8 r=938,938.1,0.0,9,12,4064.5,14968,169,2,1
n=8 r=938,938.1,0.0,9,14,4066.3,14942,169,1,1
n=8 r=938,938.1,0.0,9,10,3431.0,11565,178,3,1
n=8 r=938,938.1,0.0,9,16,4350.1,16425,164,3,1
n=8 r=938,938.1,0.0,9,16,4305.4,15952,172,4,1
n=8 r=938,938.1,0.0,9,13,4239.1,15935,165,2,1
n=8 r=938,938.1,0.0,9,16,4519.4,17362,161,3,1
n=8 r=938,938.1,0.0,9,10,3983.6,14383,177,1,1
n=8 r=938,938.1,0.0,9,11,3278.1,11345,160,1,1
n=8 r=938,938.1,0.0,9,13,3990.6,14563,169,3,1
n=8 r=938,938.1,0.0,9,11,4299.6,16213,168,1,1
n=8 r=938,938.1,0.0,9,16,4122.9,15430,160,2,1
n=8 r=938,938.1,0.0,9,14,3735.9,13830,151,1,1
n=8 r=938,938.1,0.0,9,12,4674.1,18045,169,0,1
n=8 r=938,938.1,0.0,9,11,4335.7,16418,167,1,1
n=8 r=938,938.1,0.0,9,12,4106.7,15089,173,0,1
n=8 r=938,938.1,0.0,9,16,4079.8,15214,160,1,1
n=8 r=938,938.1,0.0,9,12,3264.2,11236,161,0,1
n=8 r=938,938.1,0.0,9,12,3417.5,11772,168,1,1
n=8 r=938,938.1,0.0,9,15,4283.2,16306,159,0,1
n=8 r=938,938.1,0.0,9,12,3776.4,13812,160,1,1
n=8 r=938,938.1,0.0,9,13,3530.0,12625,157,2,1
n=8 r=938,938.1,0.0,9,14,4033.7,14878,166,0,1
n=8 r=938,938.1,0.0,9,14,3872.2,14416,154,1,1
n=8 r=938,938.1,0.0,9,10,4094.7,15139,171,0,1
n=8 r=938,938.1,0.0,9,13,3768.7,13359,173,1,1
n=8 r=938,938.1,0.0,9,14,4472.3,17031,166,3,1
n=8 r=938,938.1,0.0,9,10,3670.7,12893,174,2,1
n=8 r=938,938.1,0.0,9,12,3920.9,14545,160,0,1
n=8 r=938,938.1,0.0,9,10,3468.5,12147,165,2,1
n=8 r=938,938.1,0.0,9,15,3780.8,13709,161,2,1
n=8 r=938,938.1,0.0,9,11,4022.1,14800,169,1,1
n=8 r=938,938.1,0.0,9,15,4192.4,15667,165,1,1
n=8 r=938,938.1,0.0,9,14,4017.4,14777,166,1,1
n=8 r=938,938.1,0.0,9,11,3919.9,14374,166,1,1
n=8 r=938,938.1,0.0,9,10,3493.7,12623,154,1,1
n=8 r=938,938.1,0.0,9,10,3473.7,12358,160,0,1
n=8 r=938,938.1,0.0,9,16,4674.8,17959,167,3,1
n=8 r=938,938.1,0.0,9,10,3861.8,14149,164,2,1
n=8 r=938,938.1,0.0,9,12,3802.1,13426,177,1,1
n=8 r=938,938.1,0.0,9,14,3917.1,14195,168,3,1
n=8 r=938,938.1,0.0,9,15,4150.7,15368,167,3,1
n=8 r=938,938.1,0.0,9,13,4778.1,18445,172,0,1
n=8 r=938,938.1,0.0,9,13,4301.2,16351,162,1,1
n=8 r=938,938.1,0.0,9,14,3908.8,14484,158,1,1
n=8 r=938,938.1,0.0,9,16,3934.9,14814,149,2,1
n=8 r=938,938.1,0.0,9,14,4032.5,15088,157,4,1
n=8 r=938,938.1,0.0,9,13,4037.4,14772,170,3,1
n=8 r=938,938.1,0.0,9,15,3868.9,14319,156,1,1
n=8 r=938,938.1,0.0,9,10,3392.3,11891,161,2,1
n=8 r=938,938.1,0.0,9,15,4422.4,17062,157,1,1
n=8 r=938,938.1,0.0,9,12,3478.1,12040,168,3,1
n=8 r=938,938.1,0.0,9,16,4125.8,15364,163,1,1
n=8 r=938,938.1,0.0,9,12,3766.4,13627,165,0,1
n=8 r=938,938.1,0.0,9,11,4001.9,14494,174,4,1
n=8 r=938,938.1,0.0,9,11,3859.9,13945,170,2,1
n=8 r=938,938.1,0.0,9,11,3901.9,13970,177,0,1
n=8 r=938,938.1,0.0,9,16,3967.8,14939,151,1,1
n=8 r=938,938.1,0.0,9,14,4177.0,15725,161,1,1
n=8 r=938,938.1,0.0,9,13,4749.7,18459,166,2,1
n=8 r=938,938.1,0.0,9,16,4090.8,15139,163,4,1
n=8 r=938,938.1,0.0,9,12,3933.7,14494,163,2,1
n=8 r=938,938.1,0.0,9,13,3740.0,13410,167,0,1
n=8 r=938,938.1,0.0,9,13,4114.5,15237,168,1,1
n=8 r=938,938.1,0.0,9,12,3751.4,13737,158,1,1
n=8 r=938,938.1,0.0,9,16,4118.7,15348,162,2,1
n=8 r=938,938.1,0.0,9,12,3945.3,14672,160,0,1
n=8 r=938,938.1,0.0,9,10,4452.0,17150,163,1,1
n=8 r=938,938.1,0.0,9,15,3922.0,14420,161,2,1
n=8 r=938,938.1,0.0,9,16,4653.9,17984,164,1,1
n=8 r=938,938.1,0.0,9,12,4433.2,16756,171,2,1
n=8 r=938,938.1,0.0,9,16,4573.6,17593,163,2,1
n=8 r=938,938.1,0.0,9,14,4322.8,15864,180,3,1
n=8 r=938,938.1,0.0,9,11,3870.1,13706,180,1,1
n=8 r=938,938.1,0.0,9,10,3674.5,13137,166,3,1
n=8 r=938,938.1,0.0,9,13,3674.2,13091,166,1,1
n=8 r=938,938.1,0.0,9,15,3995.8,14579,168,2,1
n=8 r=938,938.1,0.0,9,16,3975.3,14852,155,1,1
n=8 r=938,938.1,0.0,9,14,3851.9,14124,161,0,1
n=8 r=938,938.1,0.0,9,13,4958.6,19138,177,4,1
n=8 r=938,938.1,0.0,9,12,3873.5,14348,158,1,1
n=8 r=938,938.1,0.0,9,10,3675.2,13091,168,2,1
n=8 r=938,938.1,0.0,9,14,3957.2,14576,163,1,1
n=8 r=938,938.1,0.0,9,13,4826.5,18662,173,0,1
n=8 r=938,938.1,0.0,9,10,3954.9,14430,170,2,1
n=8 r=938,938.1,0.0,9,16,4126.7,15439,159,4,1
n=8 r=938,938.1,0.0,9,11,4085.8,14984,173,2,1
n=8 r=938,938.1,0.0,9,14,3936.1,14465,163,1,1
n=8 r=938,938.1,0.0,9,12,3493.9,12520,156,1,1
n=8 r=938,938.1,0.0,9,14,4472.8,17264,159,1,1
n=8 r=938,938.1,0.0,9,15,4563.2,17346,170,2,1
n=8 r=938,938.1,0.0,9,14,4262.4,15817,172,2,1
n=8 r=938,938.1,0.0,9,11,3891.3,13887,177,2,1
n=8 r=938,938.1,0.0,9,11,4510.1,17046,175,2,1
n=8 r=938,938.1,0.0,9,16,3805.7,13793,162,1,1
n=8 r=938,938.1,0.0,9,16,4431.8,17349,148,1,1
n=8 r=938,938.1,0.0,9,10,3822.9,13974,164,1,1
n=8 r=938,938.1,0.0,9,12,4170.1,15566,166,3,1
n=8 r=938,938.1,0.0,9,15,4044.1,15210,155,2,1
n=8 r=938,938.1,0.0,9,14,4304.4,16147,168,2,1
n=8 r=938,938.1,0.0,9,16,3717.5,13678,151,1,1
n=8 r=938,938.1,0.0,9,14,4520.3,17061,173,3,1
n=8 r=938,938.1,0.0,9,11,3728.0,13500,163,1,1
n=8 r=938,938.1,0.0,9,14,4442.4,16847,167,3,1
n=8 r=938,938.1,0.0,9,16,4341.6,16358,166,1,1
n=8 r=938,938.1,0.0,9,11,4005.6,14443,178,1,1
n=8 r=938,938.1,0.0,9,16,3789.6,13788,159,2,1
n=8 r=938,938.1,0.0,9,16,3771.1,13685,160,1,1
n=8 r=938,938.1,0.0,9,10,3424.1,11610,176,2,1
n=8 r=938,938.1,0.0,9,16,4172.1,15745,158,1,1
n=8 r=938,938.1,0.0,9,11,3726.0,13495,163,1,1
n=8 r=938,938.1,0.0,9,13,3678.9,12965,169,5,1
n=8 r=938,938.1,0.0,9,10,3874.0,14035,170,2,1
n=8 r=938,938.1,0.0,9,12,4084.5,15078,169,1,1
n=8 r=938,938.1,0.0,9,12,3303.7,11614,155,0,1
n=8 r=938,938.1,0.0,9,13,4115.6,15193,169,2,1
n=8 r=938,938.1,0.0,9,11,3966.8,14579,167,1,1
n=8 r=938,938.1,0.0,9,12,4624.6,17628,174,1,1
n=8 r=938,938.1,0.0,9,13,4149.4,15172,175,3,1
n=8 r=938,938.1,0.0,9,12,4414.9,16840,165,2,1
n=8 r=938,938.1,0.0,9,10,3737.1,13406,168,2,1
n=8 r=938,938.1,0.0,9,14,4419.7,16713,169,1,1
n=8 r=938,938.1,0.0,9,12,4079.2,15021,170,1,1
n=8 r=938,938.1,0.0,9,10,4147.4,15267,174,3,1
n=8 r=938,938.1,0.0,9,14,4170.1,15720,160,2,1
n=8 r=938,938.1,0.0,9,12,3739.1,13515,163,2,1
n=8 r=938,938.1,0.0,9,12,4001.0,14590,172,0,1
n=8 r=938,938.1,0.0,9,11,3835.0,14290,155,0,1
n=8 r=938,938.1,0.0,9,12,4124.5,15193,172,1,1
n=8 r=938,938.1,0.0,9,13,4380.8,16704,164,0,1
n=8 r=938,938.1,0.0,9,11,3839.1,13790,171,3,1
n=8 r=938,938.1,0.0,9,15,3756.8,14149,143,1,1
n=8 r=938,938.1,0.0,9,10,4124.8,15129,176,1,1
n=8 r=938,938.1,0.0,9,12,3575.5,12672,165,0,1
n=8 r=938,938.1,0.0,9,16,4305.6,16298,162,1,1
n=8 r=938,938.1,0.0,9,16,3639.3,13182,155,0,1
n=8 r=938,938.1,0.0,9,12,3811.6,13703,169,2,1
n=8 r=938,938.1,0.0,9,11,3872.4,14122,167,0,1
n=8 r=938,938.1,0.0,9,16,4351.0,16450,163,4,1
n=8 r=938,938.1,0.0,9,14,3941.8,14619,159,1,1
n=8 r=938,938.1,0.0,9,15,3886.5,13972,169,4,1
n=8 r=938,938.1,0.0,9,13,3907.9,14460,160,0,1
n=8 r=938,938.1,0.0,9,15,4306.9,16474,157,1,1
n=8 r=938,938.1,0.0,9,11,3643.1,13061,164,0,1
n=8 r=938,938.1,0.0,9,12,3997.2,14741,165,3,1
n=8 r=938,938.1,0.0,9,12,4349.1,16251,174,1,1
n=8 r=938,938.1,0.0,9,10,3833.3,13831,171,0,1
n=8 r=938,938.1,0.0,9,14,4148.5,15228,173,1,1
n=8 r=938,938.1,0.0,9,15,3738.0,13810,151,1,1
n=8 r=938,938.1,0.0,9,13,3981.3,14691,164,1,1
n=8 r=938,938.1,0.0,9,11,4182.0,15885,159,2,1
n=8 r=938,938.1,0.0,9,14,3885.9,14324,160,0,1
n=8 r=938,938.1,0.0,9,14,3646.0,13200,157,1,1
n=8 r=938,938.1,0.0,9,10,3870.0,13825,176,3,1
n=8 r=938,938.1,0.0,9,15,4083.9,15409,156,0,1
n=8 r=938,938.1,0.0,9,12,3418.2,12106,157,1,1
n=8 r=938,938.1,0.0,9,11,3713.6,13328,167,0,1
n=8 r=938,938.1,0.0,9,12,4307.4,16212,169,0,1
n=8 r=938,938.1,0.0,9,10,3936.1,14471,166,1,1
n=8 r=938,938.1,0.0,9,11,3851.5,13878,170,3,1
n=8 r=938,938.1,0.0,9,11,4667.0,18075,167,1,1
n=8 r=938,938.1,0.0,9,13,3869.2,14066,166,1,1
n=8 r=938,938.1,0.0,9,11,4628.8,17659,175,0,1
n=8 r=938,938.1,0.0,9,10,4284.7,16199,167,1,1
n=8 r=938,938.1,0.0,9,11,4426.7,16833,169,0,1
n=8 r=938,938.1,0.0,9,16,4296.1,16400,157,1,1
n=8 r=938,938.1,0.0,9,14,3938.8,14089,175,3,1
n=8 r=938,938.1,0.0,9,15,4260.8,15974,166,1,1
n=8 r=938,938.1,0.0,9,15,4265.4,16137,161,2,1
n=8 r=938,938.1,0.0,9,11,4722.0,17920,182,0,1
n=8 r=938,938.1,0.0,9,10,4058.3,15016,168,2,1
n=8 r=938,938.1,0.0,9,15,4737.9,18029,175,5,1
n=8 r=938,938.1,0.0,9,11,3770.5,13642,165,2,1
n=8 r=938,938.1,0.0,9,15,3817.1,13776,165,2,1
n=8 r=938,938.1,0.0,9,15,4110.5,15272,164,2,1
n=8 r=938,938.1,0.0,9,14,3999.2,14531,171,2,1
n=8 r=938,938.1,0.0,9,12,3787.1,13580,170,0,1
n=8 r=938,938.1,0.0,9,14,3687.6,13828,143,0,1
n=8 r=938,938.1,0.0,9,13,3811.7,14013,158,1,1
n=8 r=938,938.1,0.0,9,15,4516.1,17286,165,1,1
n=8 r=938,938.1,0.0,9,16,3701.3,13582,151,3,1
n=8 r=938,938.1,0.0,9,15,4504.9,17035,171,2,1
n=8 r=938,938.1,0.0,9,14,3967.9,14854,155,2,1
n=8 r=938,938.1,0.0,9,11,3884.2,14341,161,1,1
n=8 r=938,938.1,0.0,9,11,3489.5,12478,158,0,1
n=8 r=938,938.1,0.0,9,14,3694.8,13304,162,0,1
n=8 r=938,938.1,0.0,9,12,4341.5,16403,167,3,1
n=8 r=938,938.1,0.0,9,16,4019.0,14845,163,0,1
n=8 r=938,938.1,0.0,9,10,3515.7,12584,159,1,1
n=8 r=938,938.1,0.0,9,12,4401.2,16711,168,0,1
n=8 r=938,938.1,0.0,9,13,3668.0,13130,163,2,1
n=8 r=938,938.1,0.0,9,10,3930.0,14225,174,0,1
n=8 r=938,938.1,0.0,9,13,4241.9,15915,166,2,1
n=8 r=938,938.1,0.0,9,14,3785.7,13753,162,1,1
n=8 r=938,938.1,0.0,9,10,3426.9,12264,155,1,1
n=8 r=938,938.1,0.0,9,15,3480.2,12276,159,1,1
n=8 r=938,938.1,0.0,9,10,4200.7,15348,180,3,1
n=8 r=938,938.1,0.0,9,13,3962.4,14852,155,2,1
n=8 r=938,938.1,0.0,9,12,3969.6,14668,163,2,1
n=8 r=938,938.1,0.0,9,10,3841.5,14033,165,1,1
n=8 r=938,938.1,0.0,9,11,3686.7,13118,169,1,1
n=8 r=938,938.1,0.0,9,12,4178.1,15311,176,3,1
n=8 r=938,938.1,0.0,9,15,4249.5,16127,159,1,1
n=8 r=938,938.1,0.0,9,16,4543.9,17504,162,0,1
n=8 r=938,938.1,0.0,9,14,4169.8,15849,155,3,1
n=8 r=938,938.1,0.0,9,13,3931.9,14640,158,0,1
n=8 r=938,938.1,0.0,9,15,3848.1,14426,149,1,1
n=8 r=938,938.1,0.0,9,16,4316.5,16667,152,0,1
n=8 r=938,938.1,0.0,9,15,3777.9,13739,160,1,1
n=8 r=938,938.1,0.0,9,11,3754.4,13277,175,1,1
n=8 r=938,938.1,0.0,9,12,3548.1,12636,161,1,1
n=8 r=938,938.1,0.0,9,11,4321.8,16229,171,1,1
n=8 r=938,938.1,0.0,9,14,3934.0,14535,161,0,1
n=8 r=938,938.1,0.0,9,14,4463.6,17203,159,2,1
n=8 r=938,938.1,0.0,9,13,3875.5,14012,169,1,1
n=8 r=938,938.1,0.0,9,16,4465.6,17593,146,0,1
n=8 r=938,938.1,0.0,9,14,4152.7,15614,161,1,1
n=8 r=938,938.1,0.0,9,14,4198.5,15677,166,2,1
n=8 r=938,938.1,0.0,9,13,3450.5,12538,147,1,1
n=8 r=938,938.1,0.0,9,16,4450.9,17424,149,0,1
n=8 r=938,938.1,0.0,9,16,4288.0,16225,160,4,1
n=8 r=938,938.1,0.0,9,11,3707.9,13359,165,0,1
n=8 r=938,938.1,0.0,9,13,4988.3,19501,172,0,1
n=8 r=938,938.1,0.0,9,10,3896.9,14300,166,0,1
n=8 r=938,938.1,0.0,9,12,3672.4,13257,161,1,1
n=8 r=938,938.1,0.0,9,15,4350.6,16313,170,1,1
n=8 r=938,938.1,0.0,9,11,3579.5,12728,163,3,1
n=8 r=938,938.1,0.0,9,13,3903.0,14145,167,5,1
n=8 r=938,938.1,0.0,9,14,3588.9,13079,152,0,1
n=8 r=938,938.1,0.0,9,13,4616.5,17732,168,2,1
n=8 r=938,938.1,0.0,9,12,4072.8,15099,166,2,1
n=8 r=938,938.1,0.0,9,10,3722.2,13051,177,3,1
n=8 r=938,938.1,0.0,9,13,4092.5,14887,176,1,1
n=8 r=938,938.1,0.0,9,13,3854.2,14041,164,2,1
n=8 r=938,938.1,0.0,9,12,3953.7,14383,170,2,1
n=8 r=938,938.1,0.0,9,13,4055.2,14716,175,2,1
n=8 r=938,938.1,0.0,9,14,3821.6,14098,156,1,1
n=8 r=938,938.1,0.0,9,13,4067.9,15319,158,0,1
n=8 r=938,938.1,0.0,9,13,4837.0,18555,178,1,1
n=8 r=938,938.1,0.0,9,14,3732.2,13286,169,0,1
n=8 r=938,938.1,0.0,9,12,4120.9,15319,166,3,1
n=8 r=938,938.1,0.0,9,11,3936.5,14232,174,0,1
n=8 r=938,938.1,0.0,9,16,3968.3,14832,153,4,1
n=8 r=938,938.1,0.0,9,15,4188.5,15887,157,1,1
n=8 r=938,938.1,0.0,9,15,4205.2,15566,170,2,1
n=8 r=938,938.1,0.0,9,12,2659.7,8604,147,2,1
n=8 r=938,938.1,0.0,9,14,4474.1,16891,172,1,1
n=8 r=938,938.1,0.0,9,16,4027.6,15168,153,1,1
n=8 r=938,938.1,0.0,9,12,3972.2,14266,178,0,1
n=8 r=938,938.1,0.0,9,14,3906.2,14271,165,0,1
n=8 r=938,938.1,0.0,9,15,4221.9,15515,175,1,1
n=8 r=938,938.1,0.0,9,15,4180.6,15523,168,1,1
n=8 r=938,938.1,0.0,9,12,4155.9,15979,151,1,1
n=8 r=938,938.1,0.0,9,14,4116.1,15230,167,2,1
n=8 r=938,938.1,0.0,9,11,2905.9,9735,152,0,1
n=8 r=938,938.1,0.0,9,10,3770.3,13452,172,2,1
n=8 r=938,938.1,0.0,9,15,4172.9,15445,169,1,1
n=8 r=938,938.1,0.0,9,14,3969.2,14826,156,2,1
n=8 r=938,938.1,0.0,9,14,3758.4,13597,163,0,1
n=8 r=938,938.1,0.0,9,13,4589.1,17191,181,3,1
n=8 r=938,938.1,0.0,9,11,4232.1,15880,168,1,1
n=8 r=938,938.1,0.0,9,14,3754.6,13663,159,2,1
n=8 r=938,938.1,0.0,9,13,3826.4,14027,160,1,1
n=8 r=938,938.1,0.0,9,12,3840.5,14028,162,3,1
n=8 r=938,938.1,0.0,9,14,4602.7,17998,156,2,1
n=8 r=938,938.1,0.0,9,11,3600.0,12935,161,0,1
n=8 r=938,938.1,0.0,9,13,3724.2,13636,156,1,1
n=8 r=938,938.1,0.0,9,10,3488.8,12169,169,0,1
n=8 r=938,938.1,0.0,9,16,4085.2,15416,155,0,1
n=8 r=938,938.1,0.0,9,16,4931.9,19085,173,2,1
n=8 r=938,938.1,0.0,9,15,3667.2,13311,156,1,1
n=8 r=938,938.1,0.0,9,11,3891.8,13949,175,2,1
n=8 r=938,938.1,0.0,9,11,3662.7,13279,159,2,1
n=8 r=938,938.1,0.0,9,12,4297.1,15991,174,1,1
n=8 r=938,938.1,0.0,9,11,4401.1,16465,177,0,1
n=8 r=938,938.1,0.0,9,14,4242.7,15894,166,2,1
n=8 r=938,938.1,0.0,9,13,4198.2,15516,171,4,1
n=8 r=938,938.1,0.0,9,14,4906.6,19258,165,1,1
n=8 r=938,938.1,0.0,9,11,3674.2,12906,174,1,1
n=8 r=938,938.1,0.0,9,10,3595.1,12731,168,0,1
n=8 r=938,938.1,0.0,9,11,3921.7,14489,163,0,1
n=8 r=938,938.1,0.0,9,10,4309.4,16062,176,0,1
n=8 r=938,938.1,0.0,9,14,3975.4,14782,158,3,1
n=8 r=938,938.1,0.0,9,12,4421.8,16784,168,2,1
n=8 r=938,938.1,0.0,9,14,4078.8,15164,164,0,1
n=8 r=938,938.1,0.0,9,11,4108.2,15421,163,0,1
n=8 r=938,938.1,0.0,9,14,3847.0,14120,159,2,1
n=8 r=938,938.1,0.0,9,14,4632.3,17696,171,2,1
n=8 r=938,938.1,0.0,9,10,3957.3,14407,172,1,1
n=8 r=938,938.1,0.0,9,11,3746.6,13308,173,0,1
n=8 r=938,938.1,0.0,9,11,3799.2,13826,163,3,1
n=8 r=938,938.1,0.0,9,15,4128.6,15048,175,1,1
n=8 r=938,938.1,0.0,9,12,4196.1,15895,160,2,1
n=8 r=938,938.1,0.0,9,11,3480.9,12010,171,2,1
n=8 r=938,938.1,0.0,9,16,4276.6,16583,147,2,1
n=8 r=938,938.1,0.0,9,12,3589.6,12793,163,1,1
n=8 r=938,938.1,0.0,9,15,4486.0,17075,166,3,1
n=8 r=938,938.1,0.0,9,13,4157.4,15527,165,2,1
n=8 r=938,938.1,0.0,9,14,4701.2,18046,171,2,1
n=8 r=938,938.1,0.0,9,13,3798.0,13790,163,2,1
n=8 r=938,938.1,0.0,9,13,4129.5,15443,164,0,1
n=8 r=938,938.1,0.0,9,14,4063.1,15046,165,1,1
n=8 r=938,938.1,0.0,9,12,4085.8,15264,163,1,1
n=8 r=938,938.1,0.0,9,15,4252.4,16112,160,1,1
n=8 r=938,938.1,0.0,9,13,3997.6,14573,170,2,1
n=8 r=938,938.1,0.0,9,10,4355.6,16343,174,1,1
n=8 r=938,938.1,0.0,9,16,4275.2,16121,163,1,1
n=8 r=938,938.1,0.0,9,15,3827.0,14035,158,2,1
n=8 r=938,938.1,0.0,9,13,4024.9,14520,177,1,1
n=8 r=938,938.1,0.0,9,12,4225.8,15684,173,0,1
n=8 r=938,938.1,0.0,9,15,4191.1,15886,158,0,1
n=8 r=938,938.1,0.0,9,13,4342.3,16257,172,1,1
n=8 r=938,938.1,0.0,9,13,3698.4,13262,165,0,1
n=8 r=938,938.1,0.0,9,16,4377.5,16573,165,0,1
n=8 r=938,938.1,0.0,9,14,4266.2,16371,154,2,1
n=8 r=938,938.1,0.0,9,15,4257.4,15752,172,3,1
n=8 r=938,938.1,0.0,9,10,3457.2,11931,171,1,1
n=8 r=938,938.1,0.0,9,13,4238.1,15726,172,2,1
n=8 r=938,938.1,0.0,9,10,4006.2,14476,176,5,1
n=8 r=938,938.1,0.0,9,14,3836.8,14349,151,0,1
n=8 r=938,938.1,0.0,9,12,3531.1,12561,160,2,1
n=8 r=938,938.1,0.0,9,12,4219.5,15932,163,1,1
n=8 r=938,938.1,0.0,9,11,4435.6,16653,175,3,1
n=8 r=938,938.1,0.0,9,14,3476.4,12502,152,1,1
n=8 r=938,938.1,0.0,9,15,3928.6,14163,171,1,1
n=8 r=938,938.1,0.0,9,15,4124.2,15261,166,3,1
n=8 r=938,938.1,0.0,9,12,4169.6,15408,172,2,1
n=8 r=938,938.1,0.0,9,14,3869.1,14291,158,0,1
n=8 r=938,938.1,0.0,9,11,3700.9,13324,165,0,1
n=8 r=938,938.1,0.0,9,10,3615.6,12933,164,2,1
n=8 r=938,938.1,0.0,9,16,4494.9,17225,163,0,1
n=8 r=938,938.1,0.0,9,16,3726.6,13473,160,0,1
n=8 r=938,938.1,0.0,9,10,3675.2,13101,169,0,1
n=8 r=938,938.1,0.0,9,14,4388.4,16982,154,2,1
n=8 r=938,938.1,0.0,9,13,4047.6,14838,170,1,1
n=8 r=938,938.1,0.0,9,15,4373.7,16849,156,1,1
n=8 r=938,938.1,0.0,9,16,4315.5,16388,160,2,1
n=8 r=938,938.1,0.0,9,14,4482.4,16792,176,2,1
n=8 r=938,938.1,0.0,9,12,3539.0,12820,154,0,1
n=8 r=938,938.1,0.0,9,14,4084.1,14920,172,2,1
n=8 r=938,938.1,0.0,9,11,3944.6,14358,170,2,1
n=8 r=938,938.1,0.0,9,16,5065.9,19880,169,2,1
n=8 r=938,938.1,0.0,9,14,3803.1,14056,155,0,1
n=8 r=938,938.1,0.0,9,16,4790.2,18561,167,2,1
n=8 r=938,938.1,0.0,9,13,3678.8,13304,159,2,1
n=8 r=938,938.1,0.0,9,12,4072.5,15087,166,2,1
n=8 r=938,938.1,0.0,9,16,4554.1,17295,170,1,1
n=8 r=938,938.1,0.0,9,15,3613.4,13057,156,0,1
n=8 r=938,938.1,0.0,9,12,3638.0,13000,164,1,1
n=8 r=938,938.1,0.0,9,14,4233.8,15719,171,1,1
n=8 r=938,938.1,0.0,9,13,3208.8,11104,154,2,1
n=8 r=938,938.1,0.0,9,16,4428.8,16484,175,4,1
n=8 r=938,938.1,0.0,9,10,4599.0,17630,172,0,1
n=8 r=938,938.1,0.0,9,10,2957.4,9842,158,0,1
n=8 r=938,938.1,0.0,9,11,3422.1,12020,161,2,1
n=8 r=960,960.0,15.8,9,14,4310.9,16374,161,3,1
n=8 r=960,960.0,15.8,9,16,4046.5,14987,163,0,1
n=8 r=960,960.0,15.8,9,15,4136.0,15310,168,0,1
n=8 r=960,960.0,15.8,9,11,4647.2,17846,172,0,1
n=8 r=960,960.0,15.8,9,15,4255.3,15907,167,2,1
n=8 r=960,960.0,15.8,9,12,4747.1,18185,176,1,1
n=8 r=960,960.0,15.8,9,11,3337.0,11610,161,1,1
n=8 r=960,960.0,15.8,9,16,4307.0,16155,167,1,1
n=8 r=960,960.0,15.8,9,14,4212.2,15626,170,2,1
n=8 r=960,960.0,15.8,9,12,3933.5,14042,178,2,1
n=8 r=960,960.0,15.8,9,15,3790.8,14049,152,1,1
n=8 r=960,960.0,15.8,9,13,3824.3,13966,162,1,1
n=8 r=960,960.0,15.8,9,15,5067.2,19931,168,2,1
n=8 r=960,960.0,15.8,9,11,3816.5,13903,165,0,1
n=8 r=960,960.0,15.8,9,13,3928.8,14384,166,0,1
n=8 r=960,960.0,15.8,9,10,3445.1,12056,165,1,1
n=8 r=960,960.0,15.8,9,14,4203.8,15549,172,0,1
n=8 r=960,960.0,15.8,9,10,3332.0,11805,155,0,1
n=8 r=960,960.0,15.8,9,11,3905.4,14107,172,2,1
n=8 r=960,960.0,15.8,9,16,3691.2,13546,151,1,1
n=8 r=960,960.0,15.8,9,10,3075.1,10381,159,1,1
n=8 r=960,960.0,15.8,9,16,4117.1,15351,162,1,1
n=8 r=960,960.0,15.8,9,16,4374.9,16344,172,1,1
n=8 r=960,960.0,15.8,9,15,4414.8,16494,173,4,1
n=8 r=960,960.0,15.8,9,11,4137.0,15235,173,2,1
n=8 r=960,960.0,15.8,9,15,3983.5,14657,164,0,1
n=8 r=960,960.0,15.8,9,13,4462.0,17105,164,0,1
n=8 r=960,960.0,15.8,9,15,4856.1,18971,165,2,1
n=8 r=960,960.0,15.8,9,14,4974.3,19811,157,3,1
n=8 r=960,960.0,15.8,9,12,4106.7,15019,174,3,1
n=8 r=960,960.0,15.8,9,11,3542.9,12749,157,2,1
n=8 r=960,960.0,15.8,9,14,3807.8,13934,160,0,1
n=8 r=960,960.0,15.8,9,14,4297.2,16156,164,7,1
n=8 r=960,960.0,15.8,9,10,3917.8,14299,169,1,1
n=8 r=960,960.0,15.8,9,10,3582.1,12605,170,0,1
n=8 r=960,960.0,15.8,9,13,4485.4,16787,177,3,1
n=8 r=960,960.0,15.8,9,11,3965.3,14506,169,1,1
n=8 r=960,960.0,15.8,9,10,4040.7,14703,175,3,1
n=8 r=960,960.0,15.8,9,13,3588.7,12844,160,1,1
n=8 r=960,960.0,15.8,9,14,4592.6,17473,171,4,1
n=8 r=960,960.0,15.8,9,13,4622.9,17749,169,1,1
n=8 r=960,960.0,15.8,9,12,3442.5,12083,162,1,1
n=8 r=960,960.0,15.8,9,13,3609.1,13030,157,1,1
