# 问题三 权衡分析逐案明细(同一场景 + 固定误差场; need = 基础扫描后需补测频道数, 运行时可观测)
k,n_src,need_base6,T_base6,T_aux9,T_adopted,dT_adopted,dT_aux9,cov_base6,cov_adopted,sup_base6,sup_adopted,fired,resolved
520,11,2,4449.5,5544.3,4321.1,-128.4,1094.9,2273.0,2672.6,518.8,0.0,True,1
521,14,4,5080.8,5409.5,4037.3,-1043.5,328.7,2029.2,2404.0,711.2,0.0,True,3
522,14,1,3846.3,5003.5,4310.4,464.2,1157.2,1709.2,2256.3,180.4,0.0,True,1
523,14,2,4895.3,5770.6,5508.1,612.8,875.3,2173.9,2591.8,593.4,361.3,True,2
524,12,2,4433.1,5114.1,4158.0,-275.0,681.0,1644.3,2197.0,431.6,0.0,True,2
525,10,4,4298.3,5313.9,4411.9,113.6,1015.6,1754.1,2092.2,726.6,439.6,True,3
526,15,1,4656.8,6085.7,4740.1,83.2,1428.8,2103.7,2395.9,462.2,0.0,True,0
527,15,4,4770.6,5270.9,4242.5,-528.1,500.3,1639.0,2115.0,779.7,95.8,True,4
528,10,1,3640.6,5017.4,3959.8,319.2,1376.8,1932.7,2300.9,181.4,0.0,True,1
529,10,1,4098.6,5343.2,4220.4,121.8,1244.6,2114.7,2444.4,228.8,0.0,True,0
530,13,3,4799.7,5887.3,4364.9,-434.8,1087.6,1921.4,2335.2,827.8,0.0,True,1
531,13,1,4424.2,5416.1,4233.6,-190.6,991.9,1836.8,2135.6,451.1,0.0,True,1
532,12,1,3902.0,5324.1,4177.7,275.8,1422.2,2122.2,2607.4,174.8,0.0,True,0
533,15,2,5346.8,5675.4,4547.2,-799.6,328.7,1924.6,2276.5,565.7,0.0,True,2
534,13,1,4280.7,5596.6,4632.8,352.1,1315.9,1959.9,2376.3,163.2,0.0,True,1
535,12,3,4110.4,5131.1,3959.4,-151.0,1020.8,1743.6,2230.6,465.0,0.0,True,3
536,14,6,5747.9,6036.9,4726.1,-1021.8,288.9,1934.5,2259.3,1217.6,0.0,True,4
537,12,3,5472.5,5439.6,4506.3,-966.2,-32.9,1948.9,2333.6,762.2,0.0,True,3
538,12,1,3871.9,4731.2,3701.3,-170.7,859.2,1623.2,2101.8,487.2,0.0,True,1
539,11,5,4639.5,5338.8,4506.4,-133.1,699.3,1896.8,2391.6,920.5,307.7,True,4
540,14,2,4696.5,5546.4,4672.6,-23.9,849.9,1634.2,2273.0,654.6,0.0,True,2
541,15,3,4991.0,5675.5,4510.7,-480.3,684.5,1888.8,2230.2,612.2,0.0,True,3
542,12,5,5374.9,5835.5,4834.3,-540.7,460.6,1894.4,2474.1,1124.6,0.0,True,4
543,15,4,5085.5,5796.3,5076.6,-8.9,710.8,2016.8,2458.8,832.0,431.1,True,4
544,13,1,4238.7,5358.3,4231.7,-7.1,1119.5,2046.5,2309.9,322.9,0.0,True,1
545,13,1,4617.1,5612.2,4511.7,-105.4,995.1,1809.6,2230.5,386.7,0.0,True,1
546,14,2,4900.3,5389.1,4741.7,-158.6,488.9,1867.9,2466.3,599.9,0.0,True,2
547,16,3,4940.4,5437.3,4362.6,-577.8,496.9,1720.5,2191.3,543.6,0.0,True,3
548,15,3,4986.0,5633.9,4511.6,-474.3,647.9,1634.4,2381.4,633.9,0.0,True,2
549,16,3,4938.6,5666.6,4558.3,-380.3,728.0,1724.4,2112.2,617.7,240.4,True,3
550,11,1,4091.4,5395.5,4132.0,40.6,1304.1,1547.6,2319.2,324.6,0.0,True,0
551,15,3,5022.9,5678.3,4622.5,-400.4,655.4,1687.8,2342.9,656.8,0.0,True,3
552,14,3,5833.1,6010.1,4947.2,-885.9,177.0,2071.8,2457.0,804.9,0.0,True,2
553,16,3,5083.8,5610.2,4720.9,-362.9,526.4,2042.7,2516.7,774.9,0.0,True,3
554,15,0,3770.0,3770.0,4384.2,614.2,0.0,1621.0,2261.4,0.0,0.0,False,0
555,10,1,3792.3,5057.0,4110.4,318.1,1264.7,1943.5,2266.7,216.5,235.0,True,0
556,14,2,4315.1,5136.2,4103.9,-211.2,821.1,1668.0,2279.2,411.9,0.0,True,2
557,11,2,4017.4,5258.6,4395.1,377.7,1241.2,2103.5,2397.9,254.5,0.0,True,1
558,13,4,5492.8,5462.8,4481.3,-1011.5,-30.1,2039.7,2454.7,1110.6,0.0,True,3
559,12,2,4922.3,5567.7,4430.7,-491.6,645.4,1801.3,2395.6,841.2,0.0,True,1
560,14,7,5428.3,5923.3,4620.0,-808.4,495.0,1896.6,2278.4,1077.9,0.0,True,5
561,11,4,4430.9,5457.2,4168.8,-262.2,1026.2,1819.3,2294.0,522.5,0.0,True,3
562,14,2,4030.2,5220.4,4319.0,288.8,1190.2,1769.6,2356.4,172.7,0.0,True,2
563,15,1,4235.7,5662.2,4380.9,145.1,1426.4,1857.6,2273.5,380.5,368.4,True,0
564,15,5,5213.3,6072.6,4405.7,-807.6,859.3,1866.2,2145.2,1038.7,0.0,True,3
565,10,3,4259.6,4850.2,3926.0,-333.6,590.6,2172.2,2574.2,766.1,0.0,True,3
566,10,2,4144.8,5352.0,4050.6,-94.2,1207.1,2175.3,2604.8,502.6,0.0,True,1
567,11,3,4778.0,5490.2,4389.3,-388.7,712.2,1708.3,2189.5,701.8,66.0,True,2
568,10,3,5044.5,5171.3,4199.0,-845.5,126.8,2019.5,2406.0,891.4,0.0,True,3
569,11,2,3489.2,4772.2,3336.9,-152.3,1283.0,1742.1,2109.8,433.1,0.0,True,0
570,10,1,3925.1,5059.7,4049.7,124.6,1134.6,1785.7,2405.5,245.6,0.0,True,0
571,10,3,5366.7,6104.3,4158.1,-1208.6,737.6,2050.4,2523.3,824.9,0.0,True,1
572,16,3,5123.9,5645.4,4346.8,-777.1,521.5,1710.3,2332.7,844.1,0.0,True,3
573,12,1,3786.6,4775.9,3826.6,40.0,989.3,1633.0,2153.7,66.0,0.0,True,1
574,15,1,4742.9,5645.5,4527.0,-215.9,902.6,1972.5,2413.6,251.9,0.0,True,1
575,15,4,5124.2,5185.7,4381.6,-742.6,61.6,1506.6,1910.7,894.0,0.0,True,4
576,14,4,4484.0,5421.9,4139.2,-344.8,938.0,1687.0,2367.6,499.2,0.0,True,4
577,16,1,4573.3,5625.3,4653.0,79.6,1052.0,1981.9,2262.2,435.4,0.0,True,1
578,15,4,5106.7,5319.8,4846.1,-260.6,213.1,1705.5,2188.7,865.8,358.4,True,4
579,13,2,4503.0,5618.6,4380.4,-122.6,1115.6,1903.8,2570.7,516.4,0.0,True,1
580,12,3,4580.3,5355.0,4052.7,-527.6,774.6,1824.9,2340.2,645.4,71.9,True,2
581,15,4,5696.3,5954.9,5005.3,-690.9,258.6,1734.3,1961.2,922.0,309.9,True,2
582,11,2,3551.9,4896.6,3820.7,268.7,1344.6,1808.1,2355.4,423.5,0.0,True,1
583,12,4,5070.1,6185.0,4510.9,-559.2,1114.9,1401.9,2223.6,774.9,0.0,True,2
584,13,4,4932.1,5877.6,4426.6,-505.5,945.4,2004.7,2479.1,754.8,0.0,True,2
585,15,4,5190.4,5559.7,4079.9,-1110.5,369.3,1722.5,2071.6,788.2,0.0,True,3
586,12,1,4244.0,4981.8,4048.6,-195.4,737.8,1772.4,2080.7,391.6,0.0,True,1
587,10,5,5351.9,5650.9,4225.2,-1126.7,299.0,2081.3,2415.7,746.6,0.0,True,4
588,13,3,4494.9,5351.0,4021.4,-473.6,856.0,1677.7,2216.0,593.3,0.0,True,2
589,10,4,4813.1,5470.8,4296.4,-516.8,657.7,1865.0,2548.0,616.0,0.0,True,3
590,11,2,4499.1,5286.5,4345.7,-153.4,787.4,1902.4,2417.2,562.7,0.0,True,2
591,15,5,5394.7,5951.2,4997.4,-397.3,556.5,1550.0,2197.1,1026.5,452.3,True,3
592,16,3,4602.2,6017.6,4835.8,233.7,1415.4,1869.5,2096.8,363.0,237.7,True,1
593,12,2,5059.1,5714.2,4505.3,-553.9,655.1,2079.9,2473.2,340.1,0.0,True,1
594,14,1,4001.5,4575.8,3580.1,-421.4,574.4,1403.7,1906.5,479.8,0.0,True,1
595,10,1,4228.2,4990.8,4164.8,-63.3,762.7,1917.3,2338.2,173.8,0.0,True,1
596,16,4,5122.4,6169.0,4311.3,-811.1,1046.6,1768.3,2302.4,894.7,0.0,True,2
597,13,5,5756.1,6450.1,4740.4,-1015.7,694.0,2105.5,2564.9,1001.9,0.0,True,3
598,14,1,4598.3,5964.8,4653.8,55.5,1366.5,2086.2,2431.4,241.4,0.0,True,0
599,14,2,5167.5,6424.5,4705.6,-461.9,1257.0,1749.2,2381.8,657.9,0.0,True,0
600,11,3,4160.9,5064.3,4307.3,146.4,903.4,2022.6,2605.4,238.0,0.0,True,3
601,13,1,3876.8,5099.2,4167.5,290.7,1222.4,1703.0,2241.9,66.0,0.0,True,1
602,12,3,4844.6,5397.9,4453.3,-391.3,553.3,2168.9,2584.6,589.0,0.0,True,3
603,10,3,5424.5,6004.2,4829.5,-594.9,579.7,2096.2,2537.9,884.8,0.0,True,2
604,12,3,4197.3,5478.2,4298.0,100.7,1280.8,1677.8,2384.3,355.1,0.0,True,1
605,13,4,5171.2,5734.1,4693.4,-477.8,562.9,1620.8,2116.5,975.6,233.6,True,3
606,15,3,4815.1,6133.2,4752.5,-62.6,1318.1,1729.8,2113.6,753.3,394.5,True,0
607,13,3,4683.7,5335.9,4315.0,-368.7,652.2,1544.7,2150.7,681.9,0.0,True,2
608,14,1,4529.9,5687.5,4480.3,-49.6,1157.6,2081.4,2425.0,193.0,0.0,True,1
609,14,3,5036.7,6230.8,5072.0,35.3,1194.1,2036.9,2401.3,657.0,359.5,True,1
610,11,0,3695.5,3695.5,4060.9,365.4,0.0,1735.3,2168.1,0.0,0.0,False,0
611,13,0,3924.7,3924.7,4218.1,293.4,0.0,1869.0,2362.3,0.0,0.0,False,0
612,13,2,4549.6,5888.5,4065.0,-484.6,1338.9,1779.0,2313.8,645.9,0.0,True,0
613,16,1,4474.6,5418.5,4478.4,3.8,943.9,1471.3,1920.0,250.6,0.0,True,1
614,14,6,4955.3,6188.1,4534.9,-420.4,1232.8,1755.7,2382.0,1045.0,0.0,True,3
615,13,1,4224.8,5714.1,4437.1,212.4,1489.4,2013.6,2472.0,213.1,0.0,True,1
616,14,3,4807.2,5481.4,3992.5,-814.6,674.3,1429.3,1990.8,537.0,0.0,True,2
617,12,1,3484.0,4580.7,3785.3,301.3,1096.7,2067.0,2391.2,156.2,69.1,True,1
618,10,2,4492.2,5483.8,4295.6,-196.6,991.5,2019.8,2137.3,548.1,0.0,True,1
619,12,0,3553.6,3553.6,4040.0,486.4,0.0,1598.9,2091.5,0.0,0.0,False,0
620,13,1,4406.9,5463.2,4512.0,105.1,1056.3,1893.0,2401.6,326.7,0.0,True,1
621,15,3,4463.9,5556.3,4265.8,-198.1,1092.4,1604.9,2205.5,572.1,0.0,True,2
622,12,3,4703.8,5192.0,4214.7,-489.0,488.2,2023.6,2480.6,843.8,0.0,True,3
623,13,2,4831.3,5627.2,4642.4,-188.9,795.9,1494.6,2412.8,262.4,0.0,True,1
624,12,0,4094.6,4094.6,4267.3,172.7,0.0,2132.0,2529.8,0.0,0.0,False,0
625,12,1,4258.3,5093.2,4219.3,-39.0,834.9,1652.7,2213.0,238.5,0.0,True,1
626,11,2,4339.2,5244.0,3837.4,-501.8,904.8,1884.2,2387.8,515.1,0.0,True,2
627,13,2,4113.2,5447.9,4212.1,98.8,1334.6,1877.8,2464.0,476.0,0.0,True,1
628,12,2,3909.0,4964.7,4227.9,318.9,1055.7,1795.6,2350.2,125.6,0.0,True,2
629,15,3,5065.7,5610.0,4573.1,-492.6,544.3,1888.3,2148.6,615.6,0.0,True,3
630,10,0,3479.8,3479.8,3625.7,145.9,0.0,1914.7,2355.4,0.0,0.0,False,0
631,11,3,4851.4,5728.1,4256.0,-595.3,876.7,1884.0,2324.2,933.5,0.0,True,2
632,15,1,4789.6,6103.0,4995.7,206.2,1313.4,2015.2,2337.4,340.5,124.4,True,0
633,11,3,4267.4,5088.8,4129.2,-138.2,821.5,1777.1,2508.9,454.9,0.0,True,3
634,12,1,4069.3,5225.3,4166.3,97.0,1156.0,2036.4,2354.8,360.2,0.0,True,1
635,15,2,5077.8,6318.4,4728.2,-349.5,1240.6,1492.9,2265.3,695.1,0.0,True,0
636,12,0,4094.8,4094.8,4476.1,381.3,0.0,1828.1,2427.1,0.0,0.0,False,0
637,11,1,3574.3,4732.0,3486.9,-87.4,1157.7,1957.4,2239.1,146.1,0.0,True,1
638,13,3,5018.1,6180.8,4649.8,-368.4,1162.6,2273.0,2678.6,670.4,0.0,True,2
639,15,4,5631.0,5509.1,4634.2,-996.8,-121.9,1839.8,2409.2,877.0,219.7,True,4
640,16,4,5614.9,5851.0,4613.4,-1001.5,236.1,2024.0,2282.3,1075.9,0.0,True,3
641,11,4,5468.8,5890.1,4833.0,-635.9,421.3,2180.1,2521.1,852.0,163.7,True,3
642,11,2,4543.7,5406.2,4291.5,-252.2,862.6,1768.8,2339.0,819.8,169.3,True,1
643,12,2,5048.4,5751.0,4791.2,-257.2,702.6,2048.4,2508.0,678.2,0.0,True,2
644,11,2,4194.8,5510.9,4024.6,-170.2,1316.1,1850.3,2400.6,475.4,0.0,True,1
645,16,4,5376.1,6118.1,4590.8,-785.3,742.0,1439.6,2096.9,828.9,0.0,True,2
646,10,0,3308.9,3308.9,3753.4,444.5,0.0,1973.4,2418.8,0.0,0.0,False,0
647,16,4,5532.9,5762.5,4608.9,-924.1,229.6,1466.5,2192.4,819.1,0.0,True,4
648,13,2,4382.1,5502.8,4080.9,-301.2,1120.7,1963.2,2511.8,457.4,0.0,True,2
649,12,4,4467.1,5641.1,4234.0,-233.1,1174.0,1881.0,2470.2,594.0,187.3,True,1
650,13,4,4900.3,5834.5,4604.2,-296.1,934.2,1752.5,2336.1,953.4,0.0,True,2
651,15,5,5900.5,6155.7,4822.9,-1077.6,255.3,1821.6,2310.6,689.6,0.0,True,4
652,13,3,4731.0,6040.5,4208.2,-522.8,1309.5,1976.0,2428.9,520.1,0.0,True,2
653,12,2,4630.5,5447.3,4553.1,-77.4,816.9,1999.3,2467.9,516.7,0.0,True,2
654,15,3,4872.6,5633.7,4537.0,-335.6,761.1,1740.4,2290.3,590.8,0.0,True,2
655,13,3,5060.6,6281.3,4730.4,-330.2,1220.7,2149.9,2535.4,638.1,0.0,True,1
656,14,1,4754.1,6131.0,5237.0,482.8,1376.9,1826.6,2429.7,465.0,425.7,True,0
657,13,3,5105.8,5555.8,4541.9,-564.0,450.0,1809.8,2393.5,710.9,0.0,True,3
658,10,1,3814.3,5108.6,4244.7,430.4,1294.3,2153.5,2678.6,206.4,0.0,True,1
659,11,2,3683.6,4692.5,4035.4,351.8,1008.9,1868.2,2275.5,519.1,143.5,True,1
660,11,2,4585.6,5301.0,4062.6,-522.9,715.5,2046.7,2367.5,259.4,0.0,True,2
661,15,1,4692.0,6063.3,4671.5,-20.4,1371.3,1707.3,2304.0,408.4,0.0,True,0
662,16,3,5025.6,5889.9,4444.9,-580.7,864.4,1815.7,2185.6,846.0,0.0,True,2
663,13,2,4784.8,5795.4,4716.8,-68.0,1010.5,1836.7,2226.7,661.7,359.0,True,1
664,15,2,5094.1,5475.3,4602.5,-491.5,381.2,1810.3,2235.4,597.8,0.0,True,2
665,16,3,6014.8,5806.1,4738.5,-1276.3,-208.6,1981.4,2341.3,882.2,0.0,True,3
666,11,0,4292.4,4292.4,4604.9,312.5,0.0,1851.1,2389.3,0.0,0.0,False,0
667,13,1,4240.0,5618.2,4466.6,226.6,1378.2,2136.3,2487.5,395.2,359.8,True,0
668,12,3,4365.7,5138.3,4287.3,-78.5,772.5,2083.4,2613.6,683.2,0.0,True,2
669,10,1,3451.5,4268.1,3347.2,-104.4,816.6,1574.5,1769.7,403.9,0.0,True,1
670,13,3,4856.2,6015.6,4438.7,-417.5,1159.4,1893.8,2443.3,657.3,0.0,True,2
671,11,3,5555.3,6094.6,4510.2,-1045.1,539.3,1884.1,2409.1,949.0,0.0,True,1
672,13,2,5357.7,5435.3,4656.8,-700.9,77.6,1790.2,2402.8,547.0,0.0,True,2
673,12,3,4544.0,5859.6,3896.1,-647.8,1315.7,1574.4,2332.9,480.9,0.0,True,2
674,16,4,5970.5,5739.8,4692.0,-1278.5,-230.7,1769.6,2457.5,1143.7,0.0,True,4
675,11,2,4442.9,5101.2,4440.1,-2.8,658.2,1957.9,2471.6,480.6,0.0,True,2
676,15,2,5475.3,5698.1,4903.0,-572.2,222.8,1639.3,2096.6,759.2,0.0,True,2
677,10,3,4222.4,5389.3,4225.7,3.3,1166.9,2051.1,2472.2,519.6,0.0,True,2
678,11,2,4799.0,5706.5,4571.6,-227.4,907.5,1941.2,2411.8,383.8,0.0,True,1
679,10,2,4183.1,4955.9,4003.8,-179.3,772.8,1671.8,2291.4,600.3,0.0,True,1
680,15,7,6074.4,5788.5,4676.3,-1398.1,-285.9,1798.8,2069.0,1354.6,452.4,True,6
681,10,0,3497.1,3497.1,3673.2,176.1,0.0,1674.4,2155.2,0.0,0.0,False,0
682,13,1,4113.2,4909.4,4147.8,34.6,796.2,1528.4,2029.7,441.2,0.0,True,1
683,12,5,5004.2,5805.6,4607.4,-396.8,801.4,2284.1,2506.4,938.2,430.4,True,2
684,13,4,5606.0,5629.7,4505.8,-1100.2,23.8,2070.3,2500.4,1036.6,84.5,True,4
685,12,1,4343.9,5241.1,4492.3,148.3,897.1,1732.5,2295.7,419.5,0.0,True,1
686,12,3,5705.4,6027.1,4367.0,-1338.4,321.7,2054.2,2253.2,1015.5,0.0,True,2
687,13,2,4243.9,5483.0,4601.8,357.8,1239.0,1986.0,2279.5,308.6,136.1,True,1
688,10,3,4550.2,5352.6,4219.6,-330.6,802.4,2054.7,2483.8,798.7,0.0,True,2
689,14,3,4129.3,5262.7,4133.7,4.4,1133.5,1719.3,2214.7,646.6,0.0,True,2
690,11,1,4129.7,5126.1,4656.2,526.5,996.5,1957.0,2353.3,392.6,449.6,True,1
691,15,2,4784.8,5501.0,4471.3,-313.6,716.1,1677.0,2426.4,611.3,0.0,True,2
692,10,0,3634.0,3634.0,4295.0,661.1,0.0,2192.6,2530.0,0.0,0.0,False,0
693,11,2,4746.5,5211.1,4498.7,-247.8,464.6,1932.8,2213.3,732.2,0.0,True,2
694,16,2,4804.3,5629.8,4894.9,90.7,825.5,1718.1,2182.7,479.6,0.0,True,2
695,12,4,4231.8,5074.2,4150.4,-81.4,842.4,1830.7,2255.1,459.7,0.0,True,4
696,10,1,3895.2,5246.7,4279.0,383.9,1351.5,1879.7,2345.9,66.0,66.0,True,0
697,14,5,5268.7,6049.1,4920.0,-348.7,780.3,1818.1,2353.1,827.4,444.7,True,2
698,16,1,4258.5,5258.7,4380.7,122.2,1000.1,1853.2,2310.5,178.0,0.0,True,1
699,11,2,4211.2,5349.6,4503.0,291.9,1138.5,2042.8,2526.0,258.1,0.0,True,2
700,15,1,4450.6,5831.3,4067.9,-382.7,1380.7,1577.5,2099.2,421.9,0.0,True,0
701,11,4,5115.9,5361.5,4312.4,-803.5,245.7,2204.1,2435.0,1016.5,0.0,True,4
702,11,2,3984.6,5081.2,3967.6,-17.0,1096.6,1934.2,2466.8,359.0,0.0,True,2
703,10,1,3875.0,5189.1,4233.8,358.8,1314.1,1974.3,2447.7,66.0,103.8,True,1
704,11,2,4856.7,5031.6,4345.6,-511.1,174.9,2120.7,2511.6,742.9,0.0,True,2
705,15,1,4561.3,5845.8,4716.5,155.2,1284.5,1817.1,2140.0,328.1,0.0,True,0
706,16,5,5599.8,6064.7,4915.8,-683.9,464.9,2037.7,2433.4,885.0,0.0,True,4
707,12,2,4612.0,5846.3,3947.4,-664.5,1234.3,2029.3,2578.8,533.8,0.0,True,1
708,16,0,3917.8,3917.8,4030.5,112.8,0.0,1958.0,2377.0,0.0,0.0,False,0
709,16,4,5010.5,5977.2,4681.2,-329.3,966.7,1993.5,2506.6,799.9,0.0,True,2
710,11,0,2858.9,2858.9,3696.4,837.4,0.0,1403.3,2230.9,0.0,0.0,False,0
711,11,1,4068.7,5281.9,4343.6,274.9,1213.2,1610.6,2395.6,160.3,0.0,True,1
712,10,3,4483.0,5346.5,4212.8,-270.2,863.4,1843.9,2398.2,647.0,0.0,True,2
713,12,0,4183.2,4183.2,4602.2,419.0,0.0,1939.6,2456.0,0.0,0.0,False,0
714,11,1,3942.8,5113.4,4114.1,171.3,1170.6,1739.3,2147.9,244.9,0.0,True,0
715,14,3,4318.8,5296.8,4689.3,370.6,978.0,2100.0,2512.8,373.9,165.2,True,3
716,13,3,5218.3,5213.9,4420.3,-798.0,-4.4,1981.6,2261.9,899.3,0.0,True,3
717,16,2,4322.9,5773.5,4428.6,105.8,1450.7,1740.0,2266.8,183.3,139.2,True,0
718,11,2,4128.8,4962.0,3856.9,-271.9,833.2,1863.7,2164.7,452.5,0.0,True,2
719,10,1,3623.3,4932.0,3489.7,-133.6,1308.7,1921.7,2195.7,420.4,0.0,True,0
720,15,5,5269.8,5989.0,4460.4,-809.5,719.2,1715.0,2230.6,1079.9,74.6,True,4
721,13,4,4724.7,5321.0,4623.5,-101.2,596.3,1898.0,2226.7,875.8,375.8,True,3
722,15,1,4373.4,5345.8,4211.7,-161.7,972.4,1851.4,2344.5,351.1,0.0,True,1
723,16,4,5255.9,6340.8,4874.1,-381.8,1084.9,1919.7,2530.8,782.1,0.0,True,3
724,14,3,4791.0,5867.8,4985.2,194.3,1076.8,1994.1,2396.9,535.7,363.5,True,2
725,11,6,5955.1,6009.4,4412.6,-1542.5,54.3,2187.9,2524.0,1153.0,0.0,True,4
726,11,0,3286.4,3286.4,3914.4,628.0,0.0,1793.7,2166.6,0.0,231.0,False,0
727,11,3,4051.0,5255.7,4089.6,38.5,1204.7,1948.6,2406.9,441.2,0.0,True,1
728,13,2,4236.2,5100.6,4603.4,367.2,864.4,1613.8,2154.7,612.4,462.0,True,2
729,11,2,4376.6,5281.8,4444.5,67.9,905.2,1708.0,2345.3,717.8,387.5,True,1
730,15,2,4619.1,5475.2,4531.2,-87.9,856.1,1681.4,1998.0,493.0,219.1,True,2
731,11,1,3592.6,4958.2,3541.5,-51.1,1365.6,1462.9,2116.1,66.0,0.0,True,0
732,16,4,5143.5,6557.6,4704.0,-439.5,1414.0,2030.5,2394.0,691.8,0.0,True,1
733,11,3,4542.4,5256.0,4427.3,-115.1,713.7,1992.8,2485.1,498.6,170.1,True,3
734,13,5,5138.8,5463.5,4665.9,-472.9,324.7,2051.5,2490.2,811.4,0.0,True,5
735,13,2,5063.1,5433.5,4400.0,-663.1,370.4,1675.8,2393.4,584.3,0.0,True,1
736,14,1,4435.3,5718.9,4254.1,-181.2,1283.6,2086.1,2494.4,248.2,0.0,True,0
737,16,4,5527.9,6512.8,4776.1,-751.9,984.9,1784.1,2371.7,802.2,0.0,True,2
738,15,4,5228.9,6369.2,4712.8,-516.0,1140.3,1918.8,2421.8,752.3,244.3,True,3
739,15,6,4756.8,5789.5,4180.5,-576.3,1032.7,1677.7,2256.5,1012.1,0.0,True,3
740,12,3,4535.1,5198.9,4206.2,-328.8,663.8,1905.5,2538.3,318.2,0.0,True,3
741,11,2,4094.9,5112.8,3900.1,-194.8,1017.9,2119.8,2410.2,298.4,0.0,True,1
742,16,3,4770.3,6024.0,4429.6,-340.6,1253.7,1806.1,1998.8,569.2,0.0,True,1
743,11,2,4779.6,5158.2,4163.0,-616.6,378.6,2055.0,2257.4,792.2,0.0,True,2
744,11,3,5395.8,5567.2,4963.7,-432.1,171.3,2112.5,2587.1,712.7,163.5,True,3
745,13,3,5380.7,6281.3,4219.7,-1161.0,900.6,2045.4,2411.1,560.1,0.0,True,2
746,13,2,4517.2,4887.5,4276.8,-240.4,370.3,1337.5,2068.8,649.7,0.0,True,2
747,14,3,5077.1,6286.2,4954.6,-122.5,1209.1,1783.1,2344.8,757.1,167.9,True,1
748,15,1,4409.7,5779.5,4429.4,19.7,1369.8,1570.4,2183.7,408.5,0.0,True,0
749,15,2,4771.4,5907.8,4626.3,-145.1,1136.5,1671.2,2256.1,238.0,0.0,True,1
750,11,1,4098.5,5396.2,4341.0,242.5,1297.7,1718.7,2160.8,410.1,0.0,True,0
751,14,1,3846.4,5014.4,4119.0,272.6,1167.9,1684.7,2051.8,151.3,0.0,True,1
752,10,3,4596.8,5407.9,4545.6,-51.2,811.1,2273.0,2602.9,544.2,0.0,True,3
753,11,4,4677.0,5696.9,4438.2,-238.7,1020.0,2189.2,2559.5,839.9,0.0,True,2
754,11,1,3740.4,5002.8,4064.9,324.5,1262.4,1666.1,2106.5,159.6,0.0,True,1
755,13,1,4654.5,5881.4,4507.3,-147.2,1226.9,1707.6,2450.2,333.3,0.0,True,0
756,14,2,4430.6,5040.6,4490.9,60.3,610.0,1894.0,2350.2,614.2,381.1,True,2
757,14,3,4600.0,5645.3,4323.7,-276.4,1045.3,1890.5,2251.2,671.4,0.0,True,2
758,14,2,4204.4,5566.0,4182.0,-22.4,1361.6,1745.8,2413.3,234.6,0.0,True,1
759,11,2,4328.0,5405.2,4499.9,171.9,1077.2,1849.0,2443.6,446.5,66.0,True,2
760,13,0,3985.4,3985.4,4424.3,438.9,0.0,2061.7,2369.9,0.0,0.0,False,0
761,13,4,4578.4,5773.5,4644.6,66.3,1195.2,1753.7,2375.8,324.1,170.8,True,3
762,13,3,4552.5,5397.4,4266.0,-286.5,844.9,1676.9,2161.8,555.2,0.0,True,3
763,13,2,4982.4,5230.7,4450.4,-532.1,248.3,1833.3,2291.7,792.6,0.0,True,2
764,10,3,3451.1,4562.9,3876.6,425.5,1111.8,1817.9,2433.4,185.5,0.0,True,3
765,16,4,5039.0,5778.7,5119.5,80.5,739.7,1703.1,2138.1,923.0,376.5,True,3
766,10,3,4618.2,4969.9,3691.0,-927.2,351.8,1673.8,2150.7,595.4,66.0,True,2
767,13,2,4448.1,5786.4,4276.9,-171.3,1338.3,1914.0,2173.6,264.4,0.0,True,1
768,13,2,4833.2,5229.4,4490.2,-342.9,396.2,1662.6,2301.8,296.2,0.0,True,2
769,10,4,4655.1,5178.4,4245.2,-410.0,523.3,1925.2,2208.9,913.1,0.0,True,4
770,11,3,5334.4,5357.3,4640.4,-694.0,22.9,2116.2,2425.7,687.8,0.0,True,3
771,13,2,4156.6,5570.6,4513.0,356.4,1414.0,1938.4,2310.1,300.0,0.0,True,0
772,11,1,4709.8,6089.6,4547.1,-162.7,1379.8,2088.9,2413.6,418.7,0.0,True,0
773,11,0,3990.3,3990.3,4025.6,35.3,0.0,1693.5,2197.7,0.0,0.0,False,0
774,12,2,4159.5,5345.9,4194.7,35.3,1186.5,1928.6,2286.1,189.2,0.0,True,2
775,13,3,5307.5,5679.1,4127.6,-1180.0,371.6,1682.4,2175.1,635.3,169.8,True,2
776,12,3,4250.2,5485.2,4335.0,84.8,1235.0,1752.2,2266.3,437.7,0.0,True,2
777,10,3,4693.8,5177.4,4117.5,-576.3,483.6,2027.7,2332.0,969.7,0.0,True,3
778,12,4,4490.8,5577.7,4325.0,-165.7,1086.9,1633.0,2207.1,807.3,235.6,True,2
779,15,3,4870.4,5904.2,4580.6,-289.8,1033.9,2012.0,2474.0,624.4,0.0,True,2
780,14,4,4693.4,5718.4,4648.5,-44.9,1025.1,1493.6,2206.5,758.3,0.0,True,2
781,12,1,4354.0,5664.9,4788.5,434.5,1310.9,1933.1,2344.9,165.9,186.7,True,0
782,16,4,5088.3,6266.1,4727.3,-361.0,1177.8,1836.0,2268.2,543.4,0.0,True,3
783,13,6,4684.6,5690.7,4344.1,-340.4,1006.1,1937.4,2306.9,920.0,165.3,True,3
784,11,3,4750.1,5311.7,4370.2,-380.0,561.6,2114.8,2362.6,722.6,0.0,True,3
