# δ 2x2 交叉验证逐案
config,delta,k,n_src,T,dist,meas,fail,full
现行 1030x8 + 透镜 + 贝叶斯,300,45,14,4165.9,16564,132,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,46,10,3377.5,12012,155,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,47,10,3916.9,14849,149,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,48,14,3827.6,14313,150,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,49,10,4118.9,15795,153,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,50,10,4158.9,15815,159,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,51,13,4247.5,16667,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,52,10,3904.3,14831,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,53,15,4008.8,15539,138,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,54,15,4137.2,16311,134,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,55,13,3922.8,15009,144,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,56,15,3723.6,14378,130,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,57,14,4083.7,15764,144,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,58,15,4331.0,17045,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,59,12,3944.5,15092,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,60,16,4374.9,17425,135,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,61,13,3783.7,14199,146,4,1
现行 1030x8 + 透镜 + 贝叶斯,300,62,16,4215.8,16574,137,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,63,16,4693.3,19226,129,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,64,14,3504.8,13159,135,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,65,16,3705.9,14459,123,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,66,14,4465.5,17577,147,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,67,10,3737.6,13793,155,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,68,13,3705.8,14224,134,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,69,13,3955.1,15346,138,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,70,13,3644.6,13443,150,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,71,11,3952.9,14804,155,5,1
现行 1030x8 + 透镜 + 贝叶斯,300,72,13,4383.0,17410,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,73,15,4223.5,16547,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,74,13,3844.1,14445,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,75,13,4098.8,15774,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,76,10,3882.7,14528,155,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,77,12,4311.2,16781,149,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,78,14,4476.6,17918,137,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,79,16,4548.8,18229,138,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,80,14,3984.6,15283,144,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,81,12,3932.3,15172,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,82,12,4383.1,16960,156,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,83,16,3539.4,13467,129,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,84,10,3406.2,12416,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,85,12,3464.5,12648,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,86,13,4108.3,15756,150,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,87,15,4505.2,17676,149,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,88,12,3696.1,13746,149,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,89,12,4255.5,16193,160,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,90,11,4381.0,17385,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,91,10,3366.7,12034,153,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,92,13,3697.6,14198,133,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,93,15,3880.4,14672,146,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,94,11,3325.0,11700,156,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,95,15,4549.6,18103,143,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,96,11,3638.6,13683,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,97,13,4118.2,16101,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,98,10,3538.0,13005,149,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,99,14,4330.6,16678,154,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,100,16,4140.1,16290,135,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,101,13,4174.2,16146,147,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,102,13,3865.8,14784,141,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,103,15,3972.6,15728,126,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,104,12,4396.4,17167,152,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,105,15,4264.7,16518,149,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,106,13,4294.0,16580,153,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,107,16,4216.7,16859,129,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,108,12,4023.4,15492,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,109,13,3813.7,14289,150,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,110,15,4405.7,17524,138,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,111,12,4370.3,17366,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,112,12,4029.3,15166,157,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,113,12,4450.6,17668,144,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,114,15,4327.4,17342,131,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,115,15,3911.7,15404,127,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,116,15,3999.3,15502,138,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,117,11,3974.5,15053,153,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,118,16,5603.6,23248,146,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,119,14,4311.2,16621,154,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,120,12,3661.6,13463,153,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,121,16,4313.8,17194,134,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,122,15,4426.2,17756,134,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,123,14,3800.6,14318,146,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,124,11,3566.6,13133,149,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,125,15,4726.4,18642,155,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,126,13,4254.0,16655,144,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,127,12,3855.9,14634,146,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,128,12,3864.2,14531,150,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,129,10,3316.8,12129,141,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,130,12,4007.3,15431,145,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,131,11,3604.8,13099,156,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,132,16,3528.8,13854,113,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,133,13,3307.7,12328,131,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,134,10,4242.6,16178,161,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,135,16,3938.9,15790,117,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,136,15,3691.6,13718,145,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,137,13,3766.0,14380,139,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,138,15,4349.1,17141,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,139,11,3992.4,15227,150,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,140,16,3979.0,16060,115,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,141,10,3211.4,10837,167,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,142,15,3593.8,13499,137,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,143,16,4637.9,19200,120,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,144,14,4240.0,16375,150,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,145,10,3977.8,15234,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,146,13,4133.3,16097,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,147,16,4348.3,17011,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,148,10,3410.2,12431,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,149,15,4220.7,16678,136,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,150,14,4353.3,17316,138,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,151,14,3691.5,13517,154,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,152,12,3762.7,14264,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,153,10,3937.6,14738,158,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,154,13,3768.1,14036,150,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,155,16,4257.1,17055,129,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,156,14,3633.2,13756,136,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,157,15,4698.5,18602,152,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,158,11,3151.2,11476,135,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,159,13,4081.7,15948,138,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,160,10,3475.9,12370,160,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,161,16,3911.7,15284,130,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,162,11,3021.1,10891,132,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,163,13,4144.9,16044,146,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,164,13,4379.7,17118,149,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,165,12,3471.5,12517,152,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,166,11,3367.8,12269,143,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,167,13,4237.7,16403,149,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,168,16,4480.5,17952,136,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,169,14,3762.1,14286,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,170,15,4366.4,17222,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,171,10,4067.6,15723,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,172,13,4382.1,17011,154,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,173,13,3943.6,14833,153,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,174,16,4362.0,17110,143,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,175,15,3928.3,15366,130,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,176,16,4071.9,15925,135,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,177,15,4429.6,17598,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,178,14,3800.2,14671,134,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,179,16,3796.8,15079,118,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,180,11,4278.1,16735,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,181,12,4423.2,17501,144,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,182,14,4002.2,15496,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,183,16,4148.3,16196,139,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,184,13,4285.3,16481,155,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,185,13,4016.0,14965,160,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,186,15,4042.5,15978,130,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,187,12,4176.4,16367,142,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,188,14,4408.4,17327,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,189,15,4391.0,17175,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,190,11,4308.1,16440,161,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,191,13,4014.4,15397,146,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,192,14,3719.0,14205,136,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,193,12,4021.0,15395,148,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,194,11,3895.2,14306,164,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,195,11,3848.5,14448,151,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,196,16,4342.5,17733,120,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,197,14,3470.1,13326,124,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,198,16,4256.7,16633,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,199,13,4091.0,15530,154,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,200,13,4003.3,15552,139,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,201,16,3905.6,15258,129,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,202,10,3420.8,12319,152,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,203,10,3476.6,12493,155,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,204,13,3911.5,15102,139,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,205,14,4363.9,17029,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,206,15,3974.0,15340,139,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,207,12,3709.1,13991,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,208,11,3947.0,15045,148,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,209,16,3884.9,15244,127,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,210,11,3463.7,12784,143,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,211,16,4034.0,15860,130,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,212,11,4030.0,15060,162,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,213,16,4153.5,16472,130,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,214,10,3863.6,14403,157,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,215,16,4090.6,16098,132,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,216,15,4479.6,18068,133,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,217,13,3830.6,14658,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,218,12,3667.7,13638,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,219,10,3218.9,11754,137,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,220,15,4065.7,15799,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,221,13,4273.8,17024,135,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,222,16,4253.1,17000,129,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,223,14,4104.1,15661,151,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,224,11,3390.0,12065,154,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,225,13,3702.7,14043,139,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,226,12,3318.7,11879,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,227,13,4696.4,18807,146,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,228,11,3625.9,13245,154,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,229,16,3676.7,14103,129,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,230,16,4148.5,16487,130,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,231,11,4210.7,16169,155,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,232,12,3902.0,14835,147,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,233,11,3854.6,14658,146,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,234,15,4150.3,16237,138,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,235,15,4200.7,16094,151,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,236,11,3934.4,15157,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,237,11,3097.8,11059,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,238,12,4837.1,19371,152,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,239,10,3064.6,10813,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,240,16,3788.2,14586,132,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,241,16,4292.6,17358,124,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,242,12,4095.3,15627,153,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,243,13,4320.2,16786,151,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,244,10,4530.0,17705,158,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,245,15,5440.1,22201,155,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,246,15,3739.9,14220,138,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,247,10,3634.3,13226,158,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,248,14,4219.7,16263,151,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,249,12,3208.6,11948,127,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,250,12,4528.8,17779,153,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,251,16,3789.4,15397,106,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,252,11,3272.7,12084,134,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,253,15,4232.5,17023,126,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,254,13,4002.2,15091,154,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,255,11,3459.7,12774,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,256,10,3707.6,13618,157,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,257,14,3940.9,15325,135,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,258,16,4359.8,16909,150,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,259,10,4017.6,15518,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,260,10,4133.8,15974,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,261,10,3572.9,12935,157,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,262,12,3751.4,14012,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,263,13,3882.0,14970,138,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,264,14,4630.8,18674,139,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,265,13,4104.8,15844,146,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,266,16,4329.8,17609,121,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,267,14,3576.2,13291,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,268,15,3613.2,14036,123,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,269,16,4133.4,16602,123,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,270,14,4523.8,18229,135,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,271,15,3712.1,14306,130,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,272,16,4319.6,17318,130,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,273,12,4205.2,16531,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,274,14,4435.5,17357,150,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,275,16,3956.8,15624,126,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,276,14,5030.7,20128,156,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,277,10,3663.6,13428,156,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,278,15,3801.9,14690,132,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,279,16,4532.5,18128,139,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,280,10,3881.1,14725,149,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,281,13,3743.4,14142,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,282,13,4082.3,15252,162,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,283,13,3977.7,15318,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,284,11,3748.2,13631,162,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,285,15,4415.2,17876,128,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,286,13,3901.5,15088,136,4,1
现行 1030x8 + 透镜 + 贝叶斯,300,287,11,3966.6,14883,156,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,288,11,4565.6,17943,155,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,289,14,4095.3,15817,145,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,290,16,3924.4,15587,121,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,291,10,3356.3,12041,151,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,292,13,4041.8,15654,142,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,293,10,3217.7,11614,142,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,294,12,4325.5,16873,149,2,1
现行 1030x8 + 透镜 + 贝叶斯,300,295,16,3718.0,14275,132,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,296,16,4328.8,16969,142,3,1
现行 1030x8 + 透镜 + 贝叶斯,300,297,12,4007.9,15264,150,1,1
现行 1030x8 + 透镜 + 贝叶斯,300,298,14,4080.2,15926,139,0,1
现行 1030x8 + 透镜 + 贝叶斯,300,299,12,3932.0,14720,156,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,0,15,4188.4,16512,136,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,1,10,3919.1,14871,150,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,2,10,3686.6,13968,142,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,3,16,3791.8,14679,129,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,4,10,3819.6,14508,146,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,5,14,3862.6,15383,120,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,6,15,4304.7,17018,139,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,7,11,3652.4,14037,133,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,8,15,3701.5,14538,120,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,9,11,3777.8,14319,144,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,10,14,3782.9,14465,137,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,11,10,3419.3,12682,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,12,12,4007.9,15684,136,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,13,12,3987.0,15300,146,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,14,12,3546.2,13096,146,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,15,10,3501.8,12864,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,16,11,3475.7,12723,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,17,14,4071.2,15806,141,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,18,14,3962.3,15537,132,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,19,13,3955.4,15357,137,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,20,16,3914.3,15741,115,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,21,14,3841.4,14487,146,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,22,11,3930.0,14930,149,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,23,16,4518.1,18450,125,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,24,16,3685.6,14458,120,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,25,10,3743.8,14204,143,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,26,13,3650.2,13736,140,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,27,11,3707.3,13891,146,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,28,11,3467.7,12979,137,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,29,13,3614.5,13602,139,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,30,13,3966.8,15169,145,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,31,12,3239.8,11929,133,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,32,12,3863.3,14611,148,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,33,12,4021.8,15484,145,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,34,16,3793.8,15659,98,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,35,15,3932.3,15537,126,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,36,13,4411.3,17576,140,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,37,12,4622.9,18390,149,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,38,16,4173.6,16738,125,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,39,16,4213.5,16852,127,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,40,11,4130.3,15941,148,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,41,16,4832.0,20065,124,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,42,11,3821.6,14403,148,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,43,11,4328.0,17115,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,44,12,3950.2,15131,144,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,45,14,4390.2,17596,135,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,46,10,3478.4,12437,157,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,47,10,3794.3,14386,144,3,1
现行 1030x8 + 透镜 + 贝叶斯,500,48,14,4083.5,15687,147,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,49,10,4168.2,16071,152,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,50,10,4098.3,15571,157,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,51,13,4247.5,16667,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,52,10,3713.9,13909,148,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,53,15,4021.0,15630,137,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,54,15,4000.7,15958,123,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,55,13,3993.0,15390,143,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,56,15,3818.7,14894,128,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,57,14,4061.0,15680,143,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,58,15,4291.0,17290,127,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,59,12,3836.4,14762,138,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,60,16,4280.4,17277,124,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,61,13,3783.7,14199,146,4,1
现行 1030x8 + 透镜 + 贝叶斯,500,62,16,4239.9,16754,135,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,63,16,4672.3,19342,121,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,64,14,3499.6,13438,125,0,1
现行 1030x8 + 透镜 + 贝叶斯,500,65,16,3844.2,15181,122,1,1
现行 1030x8 + 透镜 + 贝叶斯,500,66,14,4538.1,18146,140,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,67,10,3771.3,14051,152,2,1
现行 1030x8 + 透镜 + 贝叶斯,500,68,13,3786.6,14658,133,0,1
