# 问题四 模块P 配对实验逐案
p_dir,arm,k,n_src,T,dist,meas,switch,clear,fail,cert,skip
0.50,base(当前采纳),0,11,7166.8,25434,341,314,13,2,0,0
0.50,base(当前采纳),1,15,7082.9,24979,339,314,16,1,0,0
0.50,base(当前采纳),2,10,7490.2,24626,423,397,11,1,0,0
0.50,base(当前采纳),3,16,6604.7,25713,234,209,17,1,0,0
0.50,base(当前采纳),4,15,7777.6,28148,351,315,16,1,0,0
0.50,base(当前采纳),5,13,7342.3,24147,412,388,13,0,0,0
0.50,base(当前采纳),6,13,7115.2,23656,391,364,13,0,0,0
0.50,base(当前采纳),7,16,8963.7,32344,410,359,18,2,0,0
0.50,base(当前采纳),8,15,8834.5,32997,367,325,15,0,0,0
0.50,base(当前采纳),9,10,7661.0,25525,422,396,10,0,0,0
0.50,base(当前采纳),10,12,8243.2,28221,427,401,13,1,0,0
0.50,base(当前采纳),11,13,7543.9,26550,365,338,15,2,0,0
0.50,base(当前采纳),12,13,7666.2,25646,416,389,14,1,0,0
0.50,base(当前采纳),13,15,7644.4,27812,338,311,17,2,0,0
0.50,base(当前采纳),14,12,7749.8,27189,380,346,14,2,0,0
0.50,base(当前采纳),15,16,7450.2,27141,328,302,16,0,0,0
0.50,base(当前采纳),16,14,7438.1,25300,388,362,16,2,0,0
0.50,base(当前采纳),17,15,7042.1,25805,305,278,16,1,0,0
0.50,base(当前采纳),18,16,8961.5,32907,390,350,16,0,0,0
0.50,base(当前采纳),19,15,7384.0,26615,335,308,16,1,0,0
0.50,base(当前采纳),20,15,8888.6,33978,341,310,16,1,0,0
0.50,base(当前采纳),21,11,7177.1,23066,422,396,12,1,0,0
0.50,base(当前采纳),22,11,7417.9,25614,377,352,12,1,0,0
0.50,base(当前采纳),23,13,9053.7,32289,428,388,14,1,0,0
0.50,base(当前采纳),24,12,7903.3,27036,409,382,15,3,0,0
0.50,base(当前采纳),25,12,7552.6,25768,394,369,12,0,0,0
0.50,base(当前采纳),26,15,7660.9,26809,375,349,15,0,0,0
0.50,base(当前采纳),27,16,6806.1,25146,287,262,16,0,0,0
0.50,base(当前采纳),28,14,7775.9,28950,324,296,14,0,0,0
0.50,base(当前采纳),29,13,7451.2,27241,326,302,15,2,0,0
0.50,base(当前采纳),30,14,7708.5,26643,389,362,15,1,0,0
0.50,base(当前采纳),31,15,7717.8,26649,389,365,16,1,0,0
0.50,base(当前采纳),32,16,7807.8,29314,316,282,17,1,0,0
0.50,base(当前采纳),33,10,6969.1,23350,379,354,10,0,0,0
0.50,base(当前采纳),34,13,7946.8,29189,345,313,15,2,0,0
0.50,base(当前采纳),35,15,7610.6,27178,354,327,16,1,0,0
0.50,base(当前采纳),36,15,7217.1,25845,333,308,15,0,0,0
0.50,base(当前采纳),37,15,8215.2,30781,335,309,15,0,0,0
0.50,base(当前采纳),38,13,8411.7,29318,419,385,14,1,0,0
0.50,base(当前采纳),39,15,7760.6,28013,351,325,16,1,0,0
0.50,base(当前采纳),40,11,7759.1,26850,393,366,12,1,0,0
0.50,base(当前采纳),41,11,6953.9,23820,360,335,11,0,0,0
0.50,base(当前采纳),42,16,7438.1,27346,319,294,16,0,0,0
0.50,base(当前采纳),43,10,7738.3,26392,405,379,12,2,0,0
0.50,base(当前采纳),44,13,7963.4,28322,376,351,14,1,0,0
0.50,base(当前采纳),45,12,7259.5,25168,365,338,13,1,0,0
0.50,base(当前采纳),46,11,7849.6,25858,441,415,12,1,0,0
0.50,base(当前采纳),47,13,7487.7,26529,357,329,14,1,0,0
0.50,base(当前采纳),48,14,7234.9,24640,377,352,14,0,0,0
0.50,base(当前采纳),49,13,7589.5,26683,369,343,13,0,0,0
0.50,base(当前采纳),50,13,7657.0,25705,412,388,14,1,0,0
0.50,base(当前采纳),51,16,7484.5,26802,345,319,16,0,0,0
0.50,base(当前采纳),52,10,8437.7,29673,413,385,11,1,0,0
0.50,base(当前采纳),53,15,8105.9,28920,378,351,17,2,0,0
0.50,base(当前采纳),54,12,6905.2,24426,331,305,12,0,0,0
0.50,base(当前采纳),55,15,7287.8,25644,351,326,16,1,0,0
0.50,base(当前采纳),56,12,7383.4,24922,394,369,12,0,0,0
0.50,base(当前采纳),57,16,7925.0,30030,311,278,18,2,0,0
0.50,base(当前采纳),58,11,7809.3,27627,376,346,12,1,0,0
0.50,base(当前采纳),59,16,8121.7,29353,367,333,17,1,0,0
0.50,base(当前采纳),60,13,7469.8,25729,381,354,13,0,0,0
0.50,base(当前采纳),61,15,7863.9,28490,352,328,16,1,0,0
0.50,base(当前采纳),62,12,7505.0,26170,372,345,14,2,0,0
0.50,base(当前采纳),63,13,7296.0,24885,380,354,13,0,0,0
0.50,base(当前采纳),64,10,8831.5,31328,423,398,11,1,0,0
0.50,base(当前采纳),65,10,7409.3,26166,358,333,11,1,0,0
0.50,base(当前采纳),66,11,7370.8,24804,397,370,11,0,0,0
0.50,base(当前采纳),67,13,7193.7,26369,313,287,14,1,0,0
0.50,base(当前采纳),68,10,7699.6,26823,384,359,12,2,0,0
0.50,base(当前采纳),69,12,7533.6,26518,365,339,14,2,0,0
0.50,base(当前采纳),70,16,7123.2,26491,295,270,16,0,0,0
0.50,base(当前采纳),71,12,7352.1,24426,405,379,13,1,0,0
0.50,base(当前采纳),72,12,7276.8,24479,391,366,12,0,0,0
0.50,base(当前采纳),73,16,7141.5,24742,356,333,16,0,0,0
0.50,base(当前采纳),74,10,6902.6,23168,374,349,10,0,0,0
0.50,base(当前采纳),75,15,7607.9,28274,319,283,15,0,0,0
0.50,base(当前采纳),76,12,9194.8,32849,432,405,12,0,0,0
0.50,base(当前采纳),77,12,7744.7,26649,397,370,12,0,0,0
0.50,base(当前采纳),78,14,7361.2,25581,367,340,14,0,0,0
0.50,base(当前采纳),79,13,7443.6,26978,335,308,13,0,0,0
0.50,base(当前采纳),80,13,7811.4,27587,375,351,14,1,0,0
0.50,base(当前采纳),81,13,7023.5,24363,352,326,13,0,0,0
0.50,base(当前采纳),82,10,7058.7,23149,401,374,10,0,0,0
0.50,base(当前采纳),83,13,7301.2,25211,370,344,13,0,0,0
0.50,base(当前采纳),84,10,7411.9,25429,383,358,11,1,0,0
0.50,base(当前采纳),85,16,7303.4,25747,350,324,16,0,0,0
0.50,base(当前采纳),86,10,7766.9,26629,403,376,10,0,0,0
0.50,base(当前采纳),87,15,7796.2,27666,370,335,16,1,0,0
0.50,base(当前采纳),88,10,7342.1,24366,407,381,11,1,0,0
0.50,base(当前采纳),89,13,7317.8,25969,347,321,14,1,0,0
0.50,base(当前采纳),90,13,7344.6,25698,360,334,15,2,0,0
0.50,base(当前采纳),91,11,7397.8,24934,397,371,11,0,0,0
0.50,base(当前采纳),92,11,7499.8,25794,385,358,12,1,0,0
0.50,base(当前采纳),93,14,7246.5,25937,336,309,14,0,0,0
0.50,base(当前采纳),94,10,7558.4,24897,426,399,10,0,0,0
0.50,base(当前采纳),95,13,7538.0,27040,348,322,14,1,0,0
0.50,base(当前采纳),96,16,7128.7,26213,306,273,17,1,0,0
0.50,base(当前采纳),97,13,7263.8,25154,365,340,14,1,0,0
0.50,base(当前采纳),98,13,7405.0,25570,375,348,14,1,0,0
0.50,base(当前采纳),99,11,7319.3,24636,394,367,11,0,0,0
0.50,base(当前采纳),100,13,6416.6,23063,294,269,13,0,0,0
0.50,base(当前采纳),101,14,6926.5,24177,341,316,14,0,0,0
0.50,base(当前采纳),102,11,7218.7,24479,382,355,12,1,0,0
0.50,base(当前采纳),103,10,8225.2,27031,462,411,26,16,0,0
0.50,base(当前采纳),104,11,6792.4,22202,387,362,11,0,0,0
0.50,base(当前采纳),105,12,7688.5,25878,413,388,12,0,0,0
0.50,base(当前采纳),106,15,7013.9,24734,336,312,15,0,0,0
0.50,base(当前采纳),107,16,6831.4,23867,334,308,16,0,0,0
0.50,base(当前采纳),108,15,7218.6,25498,345,319,15,0,0,0
0.50,base(当前采纳),109,10,7163.7,23464,408,381,10,0,0,0
0.50,base(当前采纳),110,14,7736.6,26853,387,361,14,0,0,0
0.50,base(当前采纳),111,10,7601.5,25442,415,388,10,0,0,0
0.50,base(当前采纳),112,14,7016.3,24212,355,329,14,0,0,0
0.50,base(当前采纳),113,11,7168.2,23296,413,386,12,1,0,0
0.50,base(当前采纳),114,10,6998.3,23801,369,343,10,0,0,0
0.50,base(当前采纳),115,13,7094.4,25002,342,316,14,1,0,0
0.50,base(当前采纳),116,16,7678.8,28459,322,297,16,0,0,0
0.50,base(当前采纳),117,12,7004.1,22850,400,374,12,0,0,0
0.50,base(当前采纳),118,13,7524.5,26453,365,338,15,2,0,0
0.50,base(当前采纳),119,11,7250.2,25551,352,325,11,0,0,0
0.50,base(当前采纳),120,15,7356.9,27060,316,290,15,0,0,0
0.50,base(当前采纳),121,10,8044.3,28141,397,372,13,3,0,0
0.50,base(当前采纳),122,11,7606.1,25195,423,397,11,0,0,0
0.50,base(当前采纳),123,10,7474.3,24081,439,413,10,0,0,0
0.50,base(当前采纳),124,11,8786.5,29897,465,424,12,1,0,0
0.50,base(当前采纳),125,14,7599.0,26550,374,349,14,0,0,0
0.50,base(当前采纳),126,14,7721.8,27399,365,341,16,2,0,0
0.50,base(当前采纳),127,15,8279.6,28783,414,372,17,2,0,0
0.50,base(当前采纳),128,13,8043.8,28329,390,363,13,0,0,0
0.50,base(当前采纳),129,16,7865.2,29851,308,275,16,0,0,0
0.50,base(当前采纳),130,13,7631.1,25426,418,391,13,0,0,0
0.50,base(当前采纳),131,15,8576.5,31517,371,343,15,0,0,0
0.50,base(当前采纳),132,14,7172.9,25324,344,318,14,0,0,0
0.50,base(当前采纳),133,15,7818.6,29258,319,294,16,1,0,0
0.50,base(当前采纳),134,13,7216.0,26190,323,298,13,0,0,0
0.50,base(当前采纳),135,15,7111.5,25733,319,292,16,1,0,0
0.50,base(当前采纳),136,12,6956.0,23360,375,349,12,0,0,0
0.50,base(当前采纳),137,12,9140.3,31881,456,421,13,1,0,0
0.50,base(当前采纳),138,12,7303.7,24253,403,378,12,0,0,0
0.50,base(当前采纳),139,15,7725.9,28129,341,317,16,1,0,0
0.50,base(当前采纳),140,12,7802.3,27232,387,361,12,0,0,0
0.50,base(当前采纳),141,13,7507.7,25968,379,354,13,0,0,0
0.50,base(当前采纳),142,11,7483.7,25903,379,353,11,0,0,0
0.50,base(当前采纳),143,14,6980.1,24800,329,305,14,0,0,0
0.50,base(当前采纳),144,13,7290.7,25193,369,342,13,0,0,0
0.50,base(当前采纳),145,13,7103.7,24679,355,328,13,0,0,0
0.50,base(当前采纳),146,14,7953.7,28404,371,345,15,1,0,0
0.50,base(当前采纳),147,11,9270.2,33256,433,396,12,1,0,0
0.50,base(当前采纳),148,15,7525.9,27149,341,316,15,0,0,0
0.50,base(当前采纳),149,13,7190.3,25041,357,332,13,0,0,0
0.50,base(当前采纳),150,10,7977.8,26034,458,431,10,0,0,0
0.50,base(当前采纳),151,15,7349.5,26878,320,293,17,2,0,0
0.50,base(当前采纳),152,11,7929.0,27070,414,387,12,1,0,0
0.50,base(当前采纳),153,14,6600.8,23424,312,286,14,0,0,0
0.50,base(当前采纳),154,15,6704.2,24156,304,278,15,0,0,0
0.50,base(当前采纳),155,15,7629.3,27276,354,329,15,0,0,0
0.50,base(当前采纳),156,16,7086.5,24783,346,320,16,0,0,0
0.50,base(当前采纳),157,13,6903.0,23640,356,330,13,0,0,0
0.50,base(当前采纳),158,10,7441.0,24725,412,386,10,0,0,0
0.50,base(当前采纳),159,16,7233.9,26155,324,300,17,1,0,0
0.50,base(当前采纳),160,16,7674.3,26521,386,360,16,0,0,0
0.50,base(当前采纳),161,11,7528.9,25309,406,379,12,1,0,0
0.50,base(当前采纳),162,16,7682.9,27509,354,328,17,1,0,0
0.50,base(当前采纳),163,10,7592.7,24519,444,419,10,0,0,0
0.50,base(当前采纳),164,11,7282.6,25468,360,334,11,0,0,0
0.50,base(当前采纳),165,11,7762.9,25695,432,406,12,1,0,0
0.50,base(当前采纳),166,16,7072.5,25588,316,292,17,1,0,0
0.50,base(当前采纳),167,10,7164.1,23070,421,395,10,0,0,0
0.50,base(当前采纳),168,16,7663.3,28467,319,292,17,1,0,0
0.50,base(当前采纳),169,14,7906.3,27371,398,372,14,0,0,0
0.50,base(当前采纳),170,11,7297.2,23891,415,389,11,0,0,0
0.50,base(当前采纳),171,14,7117.8,25789,319,292,15,1,0,0
0.50,base(当前采纳),172,12,7250.0,25580,350,324,12,0,0,0
0.50,base(当前采纳),173,13,8129.2,28486,399,372,13,0,0,0
0.50,base(当前采纳),174,15,7177.1,26041,320,294,15,0,0,0
0.50,base(当前采纳),175,11,7486.2,25351,398,371,11,0,0,0
0.50,base(当前采纳),176,13,7630.4,26887,369,343,13,0,0,0
0.50,base(当前采纳),177,14,7690.5,26258,400,366,15,1,0,0
0.50,base(当前采纳),178,16,7340.8,26309,337,311,17,1,0,0
0.50,base(当前采纳),179,13,8145.5,27742,426,402,13,0,0,0
0.50,base(当前采纳),180,10,7666.9,24414,460,434,10,0,0,0
0.50,base(当前采纳),181,15,7167.6,25548,335,308,15,0,0,0
0.50,base(当前采纳),182,16,7207.7,25678,336,309,17,1,0,0
0.50,base(当前采纳),183,14,8028.3,29316,353,327,15,1,0,0
0.50,base(当前采纳),184,16,7053.5,25877,303,280,17,1,0,0
0.50,base(当前采纳),185,10,7508.9,25279,405,378,10,0,0,0
0.50,base(当前采纳),186,14,8491.3,30896,379,338,17,3,0,0
0.50,base(当前采纳),187,16,7008.2,24661,337,311,16,0,0,0
0.50,base(当前采纳),188,14,7633.4,26652,376,350,15,1,0,0
0.50,base(当前采纳),189,10,7462.3,24981,407,381,10,0,0,0
0.50,base(当前采纳),190,10,7221.2,23331,422,395,10,0,0,0
0.50,base(当前采纳),191,11,7259.3,24217,398,371,11,0,0,0
0.50,base(当前采纳),192,12,7076.4,25072,338,312,12,0,0,0
0.50,base(当前采纳),193,16,6853.8,24159,328,302,16,0,0,0
0.50,base(当前采纳),194,10,7043.3,23652,381,355,11,1,0,0
0.50,base(当前采纳),195,11,7190.5,22728,436,410,11,0,0,0
0.50,base(当前采纳),196,10,7830.7,26523,418,383,11,1,0,0
0.50,base(当前采纳),197,14,7748.7,26489,401,376,14,0,0,0
0.50,base(当前采纳),198,10,6789.6,22943,363,336,10,0,0,0
0.50,base(当前采纳),199,11,7370.1,25456,375,349,11,0,0,0
0.50,base(当前采纳),200,12,7684.5,26718,384,361,12,0,0,0
0.50,base(当前采纳),201,10,7777.4,26752,400,374,11,1,0,0
0.50,base(当前采纳),202,12,7126.2,25166,343,318,12,0,0,0
0.50,base(当前采纳),203,12,7087.5,25143,337,311,13,1,0,0
0.50,base(当前采纳),204,11,7253.6,24868,375,350,11,0,0,0
0.50,base(当前采纳),205,15,7468.2,26576,350,325,16,1,0,0
0.50,base(当前采纳),206,11,8046.4,27437,422,394,11,0,0,0
0.50,base(当前采纳),207,15,6853.6,24988,301,276,15,0,0,0
0.50,base(当前采纳),208,13,7512.1,26611,358,332,14,1,0,0
0.50,base(当前采纳),209,14,7435.0,26960,332,307,16,2,0,0
0.50,base(当前采纳),210,15,6874.4,25607,284,258,15,0,0,0
0.50,base(当前采纳),211,15,7437.0,25720,374,348,15,0,0,0
0.50,base(当前采纳),212,13,7417.0,25670,374,348,13,0,0,0
0.50,base(当前采纳),213,15,7403.0,26495,342,319,15,0,0,0
0.50,base(当前采纳),214,11,7309.2,24316,403,376,11,0,0,0
0.50,base(当前采纳),215,15,7449.7,26863,338,312,15,0,0,0
0.50,base(当前采纳),216,12,7623.5,25928,400,378,12,0,0,0
0.50,base(当前采纳),217,13,7062.2,23186,397,372,14,1,0,0
0.50,base(当前采纳),218,11,7644.4,25977,403,376,12,1,0,0
0.50,base(当前采纳),219,13,8174.4,28767,397,362,16,3,0,0
0.50,base(当前采纳),220,15,6814.5,23613,340,317,15,0,0,0
0.50,base(当前采纳),221,14,7913.9,28975,345,318,16,2,0,0
0.50,base(当前采纳),222,10,7508.3,25216,407,380,10,0,0,0
0.50,base(当前采纳),223,11,7319.8,24464,399,374,12,1,0,0
0.50,base(当前采纳),224,10,7187.2,23756,402,376,10,0,0,0
0.50,base(当前采纳),225,12,7397.6,25648,372,348,12,0,0,0
0.50,base(当前采纳),226,12,7558.1,25341,409,382,13,1,0,0
0.50,base(当前采纳),227,13,7734.9,27950,351,325,13,0,0,0
0.50,base(当前采纳),228,10,7434.4,25387,389,362,10,0,0,0
0.50,base(当前采纳),229,16,6822.9,24645,306,281,17,1,0,0
0.50,base(当前采纳),230,15,8101.4,31257,300,272,16,1,0,0
0.50,base(当前采纳),231,11,7546.7,25288,410,384,11,0,0,0
0.50,base(当前采纳),232,15,7286.9,26175,334,307,15,0,0,0
0.50,base(当前采纳),233,14,7091.7,24863,346,319,14,0,0,0
0.50,base(当前采纳),234,13,7429.2,25606,377,352,15,2,0,0
0.50,base(当前采纳),235,15,7450.6,26913,336,310,16,1,0,0
0.50,base(当前采纳),236,14,7866.3,27147,399,372,14,0,0,0
0.50,base(当前采纳),237,14,7341.3,25781,357,330,14,0,0,0
0.50,base(当前采纳),238,15,7728.4,26547,394,368,17,2,0,0
0.50,base(当前采纳),239,11,7467.8,25414,392,367,12,1,0,0
0.50,base(当前采纳),240,11,7309.4,24407,400,373,11,0,0,0
0.50,base(当前采纳),241,15,6734.8,23314,337,312,15,0,0,0
0.50,base(当前采纳),242,13,7789.9,28109,355,328,13,0,0,0
0.50,base(当前采纳),243,13,7053.7,25448,321,294,13,0,0,0
0.50,base(当前采纳),244,15,7048.6,26028,298,272,17,2,0,0
0.50,base(当前采纳),245,13,7389.5,26008,358,333,13,0,0,0
0.50,base(当前采纳),246,12,7544.0,25820,390,364,14,2,0,0
0.50,base(当前采纳),247,10,7237.9,23905,405,379,11,1,0,0
0.50,base(当前采纳),248,15,6775.9,24490,305,278,15,0,0,0
0.50,base(当前采纳),249,16,6935.0,25700,290,265,16,0,0,0
0.50,base(当前采纳),250,12,7408.4,24682,406,382,12,0,0,0
0.50,base(当前采纳),251,15,7575.4,26762,362,335,16,1,0,0
0.50,base(当前采纳),252,11,7578.6,26353,380,353,11,0,0,0
0.50,base(当前采纳),253,11,7775.0,26255,416,389,11,0,0,0
0.50,base(当前采纳),254,10,7750.9,26730,396,369,12,2,0,0
0.50,base(当前采纳),255,10,7769.8,25174,452,425,10,0,0,0
0.50,base(当前采纳),256,15,7662.0,27670,346,323,15,0,0,0
0.50,base(当前采纳),257,11,7531.3,25351,405,378,12,1,0,0
0.50,base(当前采纳),258,12,7450.0,25770,376,353,13,1,0,0
0.50,base(当前采纳),259,15,7241.5,26202,325,301,15,0,0,0
0.50,base(当前采纳),260,10,7504.4,24777,420,393,12,2,0,0
0.50,base(当前采纳),261,16,7257.8,27349,289,260,17,1,0,0
0.50,base(当前采纳),262,16,8424.3,30967,357,324,30,14,0,0
0.50,base(当前采纳),263,12,7162.3,25111,351,325,12,0,0,0
0.50,base(当前采纳),264,10,8284.3,28527,426,399,10,0,0,0
0.50,base(当前采纳),265,11,8355.6,29988,388,363,11,0,0,0
0.50,base(当前采纳),266,13,8529.0,31475,368,329,13,0,0,0
0.50,base(当前采纳),267,11,7549.3,25856,391,365,12,1,0,0
0.50,base(当前采纳),268,16,7111.3,25867,314,288,16,0,0,0
0.50,base(当前采纳),269,15,7179.8,25514,338,312,15,0,0,0
0.50,base(当前采纳),270,16,7449.8,26609,345,320,17,1,0,0
0.50,base(当前采纳),271,11,7000.9,23560,376,351,12,1,0,0
0.50,base(当前采纳),272,11,9419.4,34312,426,366,13,2,0,0
0.50,base(当前采纳),273,13,7707.5,26863,383,349,15,2,0,0
0.50,base(当前采纳),274,16,6981.3,27262,245,218,18,2,0,0
0.50,base(当前采纳),275,12,7676.6,26023,405,381,14,2,0,0
0.50,base(当前采纳),276,12,7885.2,27531,390,369,12,0,0,0
0.50,base(当前采纳),277,10,7307.5,24332,403,376,10,0,0,0
0.50,base(当前采纳),278,15,8044.3,28502,382,359,15,0,0,0
0.50,base(当前采纳),279,14,7630.1,27456,349,324,14,0,0,0
0.50,base(当前采纳),280,15,7731.8,28079,344,318,16,1,0,0
0.50,base(当前采纳),281,12,8202.1,29151,391,357,12,0,0,0
0.50,base(当前采纳),282,16,7566.2,28001,318,293,17,1,0,0
0.50,base(当前采纳),283,15,7182.7,26464,307,280,15,0,0,0
0.50,base(当前采纳),284,14,7996.9,28654,369,342,17,3,0,0
0.50,base(当前采纳),285,12,6815.5,23572,344,321,12,0,0,0
0.50,base(当前采纳),286,13,6870.1,23601,352,325,13,0,0,0
0.50,base(当前采纳),287,16,7412.8,27089,323,297,17,1,0,0
0.50,base(当前采纳),288,11,6584.1,22455,343,317,13,2,0,0
0.50,base(当前采纳),289,10,6615.7,21144,394,367,10,0,0,0
0.50,base(当前采纳),290,12,6874.8,24769,314,288,13,1,0,0
0.50,base(当前采纳),291,12,7991.0,27230,418,392,13,1,0,0
0.50,base(当前采纳),292,15,7000.2,25851,297,270,15,0,0,0
0.50,base(当前采纳),293,14,7196.6,25618,337,312,16,2,0,0
0.50,base(当前采纳),294,13,7147.9,25114,347,322,14,1,0,0
0.50,base(当前采纳),295,11,7540.5,25633,397,371,12,1,0,0
0.50,base(当前采纳),296,10,6972.7,22198,418,393,10,0,0,0
0.50,base(当前采纳),297,15,7312.5,25818,350,324,15,0,0,0
0.50,base(当前采纳),298,10,7449.9,25129,399,373,12,2,0,0
0.50,base(当前采纳),299,10,7462.9,24954,408,382,10,0,0,0
0.50,skip_ig,0,11,7004.8,25434,314,287,13,2,0,27
0.50,skip_ig,1,15,6682.9,24979,272,249,16,1,0,67
0.50,skip_ig,2,10,7258.2,24626,384,360,11,1,0,39
0.50,skip_ig,3,16,6355.7,25713,192,170,17,1,0,42
0.50,skip_ig,4,15,7557.6,28148,314,280,16,1,0,37
0.50,skip_ig,5,13,6828.3,24147,326,304,13,0,0,86
0.50,skip_ig,6,13,6758.2,23656,331,307,13,0,0,60
0.50,skip_ig,7,16,8520.7,32344,335,291,18,2,0,75
0.50,skip_ig,8,15,8630.5,32997,333,291,15,0,0,34
0.50,skip_ig,9,10,7287.0,25525,359,337,10,0,0,63
0.50,skip_ig,10,12,7985.2,28221,384,358,13,1,0,43
0.50,skip_ig,11,13,7226.9,26550,312,286,15,2,0,53
0.50,skip_ig,12,13,7265.2,25646,349,323,14,1,0,67
0.50,skip_ig,13,15,7315.4,27812,283,257,17,2,0,55
0.50,skip_ig,14,12,7598.8,27189,354,325,14,2,0,26
0.50,skip_ig,15,16,7069.2,27141,264,241,16,0,0,64
0.50,skip_ig,16,14,7000.1,25300,315,289,16,2,0,73
0.50,skip_ig,17,15,6748.1,25805,256,229,16,1,0,49
0.50,skip_ig,18,16,8703.5,32907,347,307,16,0,0,43
0.50,skip_ig,19,15,7168.0,26615,299,272,16,1,0,36
0.50,skip_ig,20,15,8762.6,33978,320,289,16,1,0,21
0.50,skip_ig,21,11,6886.1,23066,373,350,12,1,0,49
0.50,skip_ig,22,11,7231.9,25614,346,321,12,1,0,31
0.50,skip_ig,23,13,8839.7,32289,392,354,14,1,0,36
0.50,skip_ig,24,12,7723.3,27036,379,352,15,3,0,30
0.50,skip_ig,25,12,7324.6,25768,356,331,12,0,0,38
0.50,skip_ig,26,15,7486.9,26809,346,320,15,0,0,29
0.50,skip_ig,27,16,6616.1,25146,255,232,16,0,0,32
0.50,skip_ig,28,14,7557.9,28950,287,263,14,0,0,37
0.50,skip_ig,29,13,7188.2,27241,282,259,15,2,0,44
0.50,skip_ig,30,14,7212.5,26643,306,281,15,1,0,83
0.50,skip_ig,31,15,7162.8,26649,296,275,16,1,0,93
0.50,skip_ig,32,16,7564.8,29314,275,244,17,1,0,41
0.50,skip_ig,33,10,6794.1,23350,350,324,10,0,0,29
0.50,skip_ig,34,13,7828.8,29189,325,295,15,2,0,20
0.50,skip_ig,35,15,7299.6,27178,302,276,16,1,0,52
0.50,skip_ig,36,15,6942.1,25845,287,263,15,0,0,46
0.50,skip_ig,37,15,7868.2,30781,277,252,15,0,0,58
0.50,skip_ig,38,13,8058.7,29318,360,327,14,1,0,59
0.50,skip_ig,39,15,7244.6,28013,265,239,16,1,0,86
0.50,skip_ig,40,11,7507.1,26850,351,324,12,1,0,42
0.50,skip_ig,41,11,6859.9,23820,344,321,11,0,0,16
0.50,skip_ig,42,16,7192.1,27346,278,253,16,0,0,41
0.50,skip_ig,43,10,7559.3,26392,375,350,12,2,0,30
0.50,skip_ig,44,13,7424.4,28322,285,267,14,1,0,91
0.50,skip_ig,45,12,6917.5,25168,308,281,13,1,0,57
0.50,skip_ig,46,11,7687.6,25858,414,388,12,1,0,27
0.50,skip_ig,47,13,7025.7,26529,280,252,14,1,0,77
0.50,skip_ig,48,14,6648.9,24640,279,256,14,0,0,98
0.50,skip_ig,49,13,7226.5,26683,308,285,13,0,0,61
0.50,skip_ig,50,13,6974.0,25705,298,275,14,1,0,114
0.50,skip_ig,51,16,7124.5,26802,285,259,16,0,0,60
0.50,skip_ig,52,10,8115.7,29673,359,333,11,1,0,54
0.50,skip_ig,53,15,7913.9,28920,346,319,17,2,0,32
0.50,skip_ig,54,12,6715.2,24426,299,275,12,0,0,32
0.50,skip_ig,55,15,6833.8,25644,275,252,16,1,0,76
0.50,skip_ig,56,12,6948.4,24922,321,299,12,0,0,73
0.50,skip_ig,57,16,7662.0,30030,267,235,18,2,0,44
0.50,skip_ig,58,11,7678.3,27627,354,325,12,1,0,22
0.50,skip_ig,59,16,7845.7,29353,321,287,17,1,0,46
0.50,skip_ig,60,13,7132.8,25729,324,302,13,0,0,57
0.50,skip_ig,61,15,7479.9,28490,288,264,16,1,0,64
0.50,skip_ig,62,12,7427.0,26170,359,332,14,2,0,13
0.50,skip_ig,63,13,6943.0,24885,321,296,13,0,0,59
0.50,skip_ig,64,10,8647.5,31328,392,369,11,1,0,31
0.50,skip_ig,65,10,7319.3,26166,343,318,11,1,0,15
0.50,skip_ig,66,11,7154.8,24804,361,334,11,0,0,36
0.50,skip_ig,67,13,6959.7,26369,274,248,14,1,0,39
0.50,skip_ig,68,10,7574.6,26823,363,339,12,2,0,21
0.50,skip_ig,69,12,7497.6,26518,359,333,14,2,0,6
0.50,skip_ig,70,16,6855.2,26491,250,227,16,0,0,45
0.50,skip_ig,71,12,6994.1,24426,345,321,13,1,0,60
0.50,skip_ig,72,12,6960.8,24479,338,315,12,0,0,53
0.50,skip_ig,73,16,6676.5,24742,278,258,16,0,0,78
0.50,skip_ig,74,10,6771.6,23168,352,328,10,0,0,22
0.50,skip_ig,75,15,7412.9,28274,286,253,15,0,0,33
0.50,skip_ig,76,12,8750.8,32849,358,331,12,0,0,74
0.50,skip_ig,77,12,7312.7,26649,325,298,12,0,0,72
0.50,skip_ig,78,14,7163.2,25581,334,307,14,0,0,33
0.50,skip_ig,79,13,7104.6,26978,278,254,13,0,0,57
0.50,skip_ig,80,13,7583.4,27587,337,313,14,1,0,38
0.50,skip_ig,81,13,6981.5,24363,345,319,13,0,0,7
0.50,skip_ig,82,10,6758.7,23149,351,324,10,0,0,50
0.50,skip_ig,83,13,7037.2,25211,326,300,13,0,0,44
0.50,skip_ig,84,10,7153.9,25429,340,315,11,1,0,43
0.50,skip_ig,85,16,6739.4,25747,256,230,16,0,0,94
0.50,skip_ig,86,10,7496.9,26629,358,331,10,0,0,45
0.50,skip_ig,87,15,7514.2,27666,323,288,16,1,0,47
0.50,skip_ig,88,10,7018.1,24366,353,327,11,1,0,54
0.50,skip_ig,89,13,7188.8,25969,325,302,14,1,0,22
0.50,skip_ig,90,13,7082.6,25698,316,292,15,2,0,44
0.50,skip_ig,91,11,7117.8,24934,350,326,11,0,0,47
