outer_x,outer_y,inner_x,inner_y,diameter_x,diameter_y,mec_x,mec_y,diam_circle_x,diam_circle_y,observer_x,observer_y,truth_x,truth_y
23.44921875,-0.84375,22.18359375,-1.86328125,,,49.02339867205131,-4.6337778406257755,42.17278562260313,-2.189188668564227,,,,
22.1484375,-1.828125,21.603515625,-2.302734375,,,48.90688187075648,-4.337982708209111,42.0637684658038,-1.9124324928642809,,,,
21.55078125,-2.28515625,21.5859375,-2.3203125,,,48.785220478661735,-4.044266125396799,41.94993785158313,-1.63762108019949,,,,
21.515625,-2.49609375,21.568359375,-2.408203125,,,48.65845155500568,-3.7527175611052606,41.83132845384893,-1.3648381407883132,,,,
20.390625,-10.6875,21.55078125,-2.53125,,,48.526613714830496,-3.4634258238514732,41.70797640217275,-1.0941667669566009,,,,
19.01953125,-20.671875,20.42578125,-10.72265625,,,48.38974711721944,-3.176479034701037,41.57991927078445,-0.825689407826875,,,,
18.7734375,-22.46484375,19.0546875,-20.70703125,,,48.247893453064,-2.891964600425643,41.44719606712678,-0.5594878442035247,,,,
18.66796875,-23.23828125,18.685546875,-23.396484375,,,48.10109593236445,-2.609969186878123,41.30984721997329,-0.29564316366158216,,,,
18.6328125,-23.51953125,18.66796875,-23.5546875,,,47.94939927106765,-2.330578692593196,41.16791456711336,-0.03423573584666073,,,,
18.6328125,-23.58984375,,,,,47.79284967744615,-2.0538782226219414,41.02144134260797,0.22465481200641157,,,,
,,,,,,47.6314948380227,-1.779952062607963,40.870472163620235,0.48094961932883784,,,,
,,,,,,47.465383903044454,-1.5088836531131857,40.71505301682453,0.7345706162395196,,,,
,,,,,,47.294567471511385,-1.2407555642010415,40.55523124439856,0.9854405473259167,,,,
,,,,,,47.119097575763256,-0.9756494702848268,40.39105552960244,1.2334829951767894,,,,
,,,,,,46.93902766563013,-0.7136461252488946,40.22257588194928,1.478622403659676,,,,
,,,,,,46.754412592151006,-0.4548253378502167,40.04984362197188,1.7207841009360418,,,,
,,,,,,46.56530859086568,-0.19926594740789483,39.87291136558991,1.9598943222070186,,,,
,,,,,,46.37177326468483,0.052954200212084857,39.69183300808264,2.195880232182896,,,,
,,,,,,46.173865566343636,0.30175827630944596,39.50666370767193,2.428669947269446,,,,
,,,,,,45.97164578044418,0.5470704927523897,39.31745986872045,2.658192557464373,,,,
,,,,,,45.7651755050922,0.7888161250633967,39.1242791245504,2.8843781479571753,,,,
,,,,,,45.554517633133685,1.0269215351810193,38.92718031988784,3.1071578204258774,,,,
,,,,,,45.33973633299712,1.2613141938907582,38.726223492938004,3.326463714024129,,,,
,,,,,,45.12089702914717,1.491922702918158,38.52146985709712,3.542229026052281,,,,
,,,,,,44.898066382155726,1.7186768166774158,38.312981782306125,3.754388032306121,,,,
,,,,,,44.67131226839647,1.9415074636688612,38.10082277605228,3.962876107097115,,,,
,,,,,,44.44070375936907,2.1603467675188117,37.88505746402413,4.167629742938008,,,,
,,,,,,44.20631110065933,2.375128067655373,37.665751570425876,4.368586569887837,,,,
,,,,,,43.96820569054171,2.5857859396138885,37.44297189795718,4.5656853745503945,,,,
,,,,,,43.7264600582307,2.792256214965871,37.216786307464375,4.758866118720444,,,,
,,,,,,43.48114784178776,2.994476000865328,36.98726369726945,4.94806995767193,,,,
,,,,,,43.232343765690395,3.192383699206525,36.754473982182894,5.133239258082645,,,,
,,,,,,42.980123618070415,3.3859190253873717,36.51848807220702,5.314317615589907,,,,
,,,,,,42.72456422762809,3.5750230266726977,36.279377850936044,5.491249871971879,,,,
,,,,,,42.46574344022942,3.759638100151818,36.03721615365968,5.6639821319492825,,,,
,,,,,,42.20374009519348,3.9397080102849458,35.792076745176786,5.832461779602436,,,,
,,,,,,41.938634001277265,4.115177906033075,35.544034297325915,5.996637494398563,,,,
,,,,,,41.67050591236512,4.285994337566152,35.29316436623952,6.156459266824532,,,,
,,,,,,41.39943750287035,4.452105272544387,35.03954336932884,6.3118784136202315,,,,
,,,,,,41.12551134285637,4.613460111967838,34.78324856200641,6.46284759260797,,,,
,,,,,,40.84881087288511,4.770009705589336,34.524358014153336,6.609320817113359,,,,
,,,,,,40.569420378600185,4.921706366886138,34.26295058633842,6.7512534699732925,,,,
,,,,,,40.287424965052665,5.068503887585688,33.999105905796476,6.888602317126779,,,,
,,,,,,40.00291053077727,5.210357551741129,33.73290434217313,7.021325520784449,,,,
