experiment_id,experiment_type,method,repetition,number_points,intersection_angle,area,area_lower,area_upper,diameter,diameter_upper,cover_radius,cover_radius_lower,localization_error,centroid_error_bound,min_intersection_angle,dop,runtime,status,truth_feasible
layout_random_010_n4,layout,random,10,4,,1209.284294128418,1202.1991424560547,1216.3694458007812,69.961820817288,70.1731431498636,35.0865715749318,34.980910408644,9.541952166435413,0.8174940011189233,14.999999999999972,1.3691006388905957,0.07739329989999533,sampled,True
layout_uniform_010_n4,layout,uniform,10,4,,334.62989044189453,331.1030731201172,338.1567077636719,26.50105082029915,26.68773899373374,13.34386949686687,13.250525410149574,4.835855455077824,0.5566814320179184,0.0,0.9999999999999999,0.04323670000303537,sampled,True
layout_optimized_010_n4,layout,optimized,10,4,,415.51371002197266,411.3713836669922,419.6560363769531,35.350409166269294,35.54594178033241,17.906200038622334,17.81439549648919,6.5091305065797895,0.7017313165347271,45.0,1.0,0.045038900105282664,sampled,True
layout_dop_baseline_010_n4,layout,dop_baseline,10,4,,642.3127212524414,637.6562347412109,646.9692077636719,36.29569116666089,36.4945582683655,19.145379579387434,19.04667613788068,10.259190200773212,0.5253307770160015,45.0,1.0,0.05042990006040782,sampled,True
layout_random_011_n4,layout,random,11,4,,355.1598358154297,350.60284423828125,359.7168273925781,40.01161216029686,40.21659877332407,20.108299386662036,20.00580608014843,12.783581581302814,1.018949840072882,14.99999999999997,1.142020781734048,0.04642450006213039,sampled,True
layout_uniform_011_n4,layout,uniform,11,4,,180.1698760986328,178.46548461914062,181.874267578125,19.725444739371927,19.910856327818532,9.955428163909266,9.862722369685963,9.039090895403474,0.37317971724559307,0.0,1.0,0.023626199923455715,sampled,True
layout_optimized_011_n4,layout,optimized,11,4,,67.62503814697266,66.18699645996094,69.06307983398438,16.171875,16.382963384498314,8.192085205231061,8.086243200743006,6.782010467601237,0.6822569847834135,45.0,1.0,0.027995500015094876,sampled,True
layout_dop_baseline_011_n4,layout,dop_baseline,11,4,,976.1868209838867,971.4549407958984,980.918701171875,38.3359844673138,38.51816041350658,20.4862301975325,20.412875739643976,17.626247035020693,0.3716175864945415,45.0,1.0,0.07165390008594841,sampled,True
layout_random_012_n4,layout,random,12,4,,148.86852264404297,146.53688049316406,151.20016479492188,21.376040784694116,21.586968114647608,11.177824725628149,11.066848816825683,2.315096940614716,0.6657808188775436,0.0,1.0171796054189604,0.033478799974545836,sampled,True
layout_uniform_012_n4,layout,uniform,12,4,,236.2188949584961,233.4423065185547,238.9954833984375,24.500904922900617,24.69490716608196,12.34745358304098,12.250457669850618,6.521533672211047,0.5737982390944016,0.0,1.0,0.041100600035861135,sampled,True
layout_optimized_012_n4,layout,optimized,12,4,,981.9340438842773,976.7275543212891,987.1405334472656,37.76016927002289,37.9075026843714,19.561961175483674,19.473008691655696,15.078108230834982,0.39987217705648687,45.0,1.0,0.06788420001976192,sampled,True
